Key	Company	Position	Location	Category	Experience_Level	Salary
7c6367d9f940afff	Tesla	Mechanical Design Engineer, Exteriors, Semi	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $95K - $120K a year
aa0aa87165d56ef6	Craig Technologies	Eng II – Mechanical Handling Engineer NS&E	Richland, WA 99354	CAE	ENTRY_LEVEL	$56,000 - $89,000 a year
8966d2a5ce7576b0	Tesla	Robotics CAE Engineer, Tesla Bot	Palo Alto, CA	CAE	ENTRY_LEVEL	Estimated $96.4K - $122K a year
673a59db6e04c7ca	Honda Development and Manufacturing of America,...	NVH CAE Engineer	Raymond, OH	CAE	ENTRY_LEVEL	Estimated $82.5K - $104K a year
911dcbc25908fbc9	NATC	Automotive Engineer - Junior	Stagecoach, NV 89429	CAE	ENTRY_LEVEL	$63,000 - $67,000 a year
c5fde75a6757ee39	Endless West	Process Engineer	Detroit, MI	CAE	ENTRY_LEVEL	Estimated $81K - $103K a year
1c3d9fcfc271c52a	Knorr-Bremse	Co-op, Mechanical Engineering	Avon, OH	CAE	ENTRY_LEVEL	$19 - $26 an hour
d5c79524f65740df	Tesla	Mechanical Design Engineer, Seating	Fremont, CA	CAE	ENTRY_LEVEL	
94c5197948e35957	Tesla	Component Test Engineer, Closures & Exteriors	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $103K - $131K a year
6e99e693f6eade21	Gamma Technologies	Research and Development Engineer – Reactive Systems Modeling	Hybrid remote in Westmont, IL	CAE	ENTRY_LEVEL	
ceadbc1de6c36cca	Ford Motor Company	Powertrain/Exhaust Design Release Engineer-Entry Level	Dearborn, MI 48124	CAE	ENTRY_LEVEL	Estimated $64.8K - $82.1K a year
05183d67f5a30f0a	NTN Driveshaft, Inc	Mechanical Engineer - Assembly (East 1st)	Columbus, IN 47201	CAE	ENTRY_LEVEL	Estimated $66.4K - $84K a year
f01bb345f910d0d1	We Make RI Partners	Guill Tool & Engineering-Design Engineer	West Warwick, RI	CAE	ENTRY_LEVEL	Estimated $67K - $84.8K a year
19bbfb8857241e48	Navistar, Inc.	Entry Level Engineer – Frames and Assemblies	Lisle, IL 60532	CAE	ENTRY_LEVEL	Estimated $63K - $79.8K a year
1c91874d4c02ad7f	COMSOL Inc.	Applications Engineer: Heat Transfer & CFD	Los Angeles, CA	CAE	ENTRY_LEVEL	$120,000 - $145,000 a year
cbb987a615f59ab3	COMSOL Inc.	Applications Engineer: Low Frequency Electromagnetics	Los Angeles, CA	CAE	ENTRY_LEVEL	$120,000 - $145,000 a year
2804ed1b49304283	BETA CAE Systems USA, Inc.	SPDM Application Engineer	Hybrid remote in Farmington Hills, MI 48334	CAE	ENTRY_LEVEL	$70,000 - $90,000 a year
3f92b4c98a8907a1	Tesla	Structures Mechanical Design Engineer, Closures	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $106K - $134K a year
6938837549ab8224	Quest Defense Systems & Solutions, Inc.	Mechanical Design Engineer-Secret Clearance	East Hartford, CT	CAE	ENTRY_LEVEL	Estimated $73.1K - $92.6K a year
ff960c621aefe577	Tesla	Mechanical Design Engineer, Seating	Fremont, CA	CAE	ENTRY_LEVEL	
505f83ac06c5219d	Putco Inc	Mechanical Engineer	Des Moines, IA 50313	CAE	ENTRY_LEVEL	$55,000 - $65,000 a year
5e73e7211a4826bd	Goken America	Test Engineer II - Brake Performance	Raymond, OH	CAE	ENTRY_LEVEL	Estimated $67.8K - $85.9K a year
6ec8fd273c373aaf	Honda Development and Manufacturing of America,...	1D CAE Method Engineer III	Ohio	CAE	ENTRY_LEVEL	Estimated $91.3K - $116K a year
b8162b5989c782ae	Henny Penny	Electro-Mechanical Designer I	Hybrid remote in Eaton, OH	CAE	ENTRY_LEVEL	Estimated $59.6K - $75.4K a year
374d688078ea931f	PACCAR	Mechanical Engineer- Air Systems	Denton, TX 76205	CAE	ENTRY_LEVEL	Estimated $89.6K - $113K a year
a87412fd1008ae34	Parsons	Associate Bridge Engineer	Hartford, CT	CAE	ENTRY_LEVEL	$24.18 - $42.31 an hour
726a38dac35723ad	Parsons	Associate Engineer	Raleigh, NC	CAE	ENTRY_LEVEL	$24.18 - $42.31 an hour
3f4a699fb81a7edb	COMSOL Inc.	Applications Engineer: Low Frequency Electromagnetics	Burlington, MA	CAE	ENTRY_LEVEL	Estimated $95.7K - $121K a year
319d2c8cd41a76e8	American Honda Motor Co	Powersports Design Engineer - Electrical	Ohio	CAE	ENTRY_LEVEL	Estimated $75.5K - $95.6K a year
2db9a88f38423999	Tesla	Mechanical Design Engineer, Closures	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $95K - $120K a year
1a92a3ef8f41eece	Parsons	Associate Engineer - Bridge Design/Bridge Analysis	New York, NY	CAE	ENTRY_LEVEL	$24.18 - $42.31 an hour
5020dae8314966be	Tesla	Safety Restraints Design Engineer, Air Bag Systems	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $91K - $115K a year
4e5c83bf5408eccf	Gamma Technologies	Research and Development Engineer - Chemical Systems Modeling	Hybrid remote in Westmont, IL	CAE	ENTRY_LEVEL	
3bdd4ab90737f34d	Cimarron Software	Mechanical Engineer	Richland, WA 99354	CAE	ENTRY_LEVEL	Estimated $83.1K - $105K a year
a85090b9ea3b16c6	Joby Aviation	Mechanical Engineer - Turbomachinery	San Carlos, CA 94070	CAE	ENTRY_LEVEL	From $79,900 a year
b99357554edeb1ab	Enclos	Associate Engineer	Eagan, MN 55121	CAE	ENTRY_LEVEL	$50,000 - $60,000 a year
6fd25c852ff644e7	NTN Driveshaft, Inc	Mechanical Engineer (West Plant)	Columbus, IN 47201	CAE	ENTRY_LEVEL	Estimated $69.3K - $87.7K a year
e6ca7cbcb0a19854	Parsons	Associate Civil Engineer	Hartford, CT	CAE	ENTRY_LEVEL	$24.18 - $42.31 an hour
d88a1a2a27bf7eb9	Tesla	Test Engineer, Chassis & Body in White, Semi	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $100K - $127K a year
9f81b2fb3d582c99	Tesla	Mechanical Design Engineer, Cell Product Design	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $95K - $120K a year
497066c41de2be69	Link Manufacturing	Engineer	Sioux Center, IA 51250	CAE	ENTRY_LEVEL	Estimated $69.9K - $88.5K a year
44c3b7d8acab4061	Carbon Felt, Inc.	Mechanical Engineer/ Bilingual (Mandarin & English)	Claremont, NH 03743	CAE	ENTRY_LEVEL	Estimated $67.6K - $85.5K a year
17c06418c387f9b7	CAE	HW/SW Integration Engineer 1	Tampa, FL 33634	CAE	ENTRY_LEVEL	Estimated $73.2K - $92.6K a year
b19ceedd3c6a4802	BETA CAE Systems USA	Project Engineer	Farmington Hills, MI 48334	CAE	ENTRY_LEVEL	$80,000 - $90,000 a year
7f702db00be2990d	Tesla	Design Release Engineer, Safety and Restraints	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $86.5K - $109K a year
bcb579c34e6040eb	Celtic Engineering	Associate Mechanical Engineer II	Pasadena, CA	CAE	ENTRY_LEVEL	Estimated $82.8K - $105K a year
07ef4dabf71ca29d	Tesla	Sr. Mechanical Design Engineer, Semi Drive Axle, Drive Systems	Austin, TX	CAE	ENTRY_LEVEL	Estimated $104K - $132K a year
9124b3786e13c5da	Tesla	Mechanical Design Analysis Engineer	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $84.3K - $107K a year
2697afe146db3e06	Tesla	Sr. Mechanical Design Engineer, Semi Drive Axle, Drive Systems	Palo Alto, CA	CAE	ENTRY_LEVEL	Estimated $112K - $142K a year
737d97a4aeca5cc4	Tesla	Mechanical Design Engineer, Seat Belt Systems	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $98K - $124K a year
2a3732579cdecb58	Phoenix Laser Solutions	Mechanical Engineer	Meadville, PA 16335	CAE	ENTRY_LEVEL	Estimated $65.8K - $83.4K a year
f07148fa68a78a8f	Tesla	Safety Restraints Design Engineer, Air Bag Systems	Fremont, CA	CAE	ENTRY_LEVEL	Estimated $91K - $115K a year
0cf3b04a1cb0b9da	BorgWarner	Advanced Inverter Electrical Engineer	Hybrid remote in Kokomo, IN	CAE	ENTRY_LEVEL	Estimated $96.8K - $123K a year
4d9b764fa62c8004	COMSOL Inc.	Applications Engineer: Heat Transfer & CFD	Burlington, MA	CAE	ENTRY_LEVEL	Estimated $89.2K - $113K a year
c7e4b5f7c2a366c7	COMSOL Inc.	Applications Engineer: Structural Mechanics	Burlington, MA	CAE	ENTRY_LEVEL	Estimated $88.6K - $112K a year
52e0748133efb758	COMSOL Inc.	Applications Engineer: Acoustics	Burlington, MA	CAE	ENTRY_LEVEL	Estimated $84.9K - $107K a year
380f0470a34d94fd	Ford Motor Company	Static Sealing D&R Engineer	Dearborn, MI 48124	CAE	MID_LEVEL	Estimated $78.6K - $99.5K a year
d52e18761f71eae8	CIRCOR	Design Engineer Defense	Monroe, NC	CAE	MID_LEVEL	
23ae864ca900a28f	CIRCOR	Design Engineer Defense	Monroe, NC	CAE	MID_LEVEL	
d42eff3266c41a5b	Northstar Logix	CAE Engineer - Occupant Safety(CPT, OPT, H1B)	Hybrid remote in Irvine, CA 92618	CAE	MID_LEVEL	$70,778.70 - $80,711.98 a year
d2ca8ca174c3a450	Hexagon AB	Consulting Engineer III, Service	United States	CAE	MID_LEVEL	$84,302 a year
d92a35e0443c9ef2	Collins Aerospace	Principal Dynamics Engineer	Troy, OH 45373	CAE	MID_LEVEL	
f862edb939388830	Hexagon AB	Aerospace Application Engineer	Remote	CAE	MID_LEVEL	Estimated $104K - $132K a year
0998a98355564b86	Hexagon AB	Consulting Engineer III	Novi, MI	CAE	MID_LEVEL	$84,302 a year
79e6f6de042f5a1a	Plastic Omnium	Product Application Engineer	Troy, MI	CAE	MID_LEVEL	Estimated $77.7K - $98.4K a year
947422bd5c817c46	Ford Motor Company	EV Battery Structures & Enclosures D&R Engineer	Hybrid remote in Dearborn, MI 48124	CAE	MID_LEVEL	Estimated $86.1K - $109K a year
a7de3a43a8d1062a	Ryobi Die Casting (USA), Inc	Product Engineer	Shelbyville, IN 46176	CAE	MID_LEVEL	$65,000 - $100,000 a year
059eecca69ed4830	Plastic Omnium	Product Application Engineer	Troy, MI	CAE	MID_LEVEL	Estimated $77.7K - $98.4K a year
17e010f0b3537577	Advanced Structural Technologies	Maintenance Manufacturing Engineer	Oxnard, CA 93030	CAE	MID_LEVEL	$80,000 - $120,000 a year
bb6eab81157e343a	E-Space	NPI Manufacturing Engineer	Saratoga, CA	CAE	MID_LEVEL	$50,000 - $130,000 a year
4ace412ee8226b5e	Optimal Inc.	CAE Structural Engineer - Crash	Troy, MI 48098	CAE	MID_LEVEL	Estimated $93.5K - $118K a year
47214232ca3f78ff	Hyster-Yale Group (HYG)	Electrical Engineer	Greenville, NC	CAE	MID_LEVEL	Estimated $75.6K - $95.7K a year
e83be7b587c8703f	Generac Power Systems	Service Engineer II	Waukesha, WI 53188	CAE	MID_LEVEL	Estimated $60.7K - $76.9K a year
f2551ae38502de8c	Enser Corporation	Electronic Components engineer - Aerospace	Parsippany, NJ	CAE	MID_LEVEL	$100,000 - $130,000 a year
26294c46bed6bc93	Branex Group	Sr. Engineer	Detroit, MI	CAE	MID_LEVEL	$130,000 - $150,000 a year
1a131e44b4ffb3d2	Tata Technologies Europe	Test Engineer (Mechanical Life Test Engineer)	Detroit, MI	CAE	MID_LEVEL	Estimated $75.3K - $95.3K a year
bf06fee2d44930c6	Veenus Infotechs	Mechanical Engineer/Designer	Troy, MI	CAE	MID_LEVEL	$30 - $40 an hour
adec2560c0904d6c	REV Group	Mechanical Engineer	South Hutchinson, KS 67505	CAE	MID_LEVEL	Estimated $59.4K - $75.2K a year
4fce23ae72f3754c	Tata Technologies	Test Engineer (Mechanical Life Test Engineer)	Detroit, MI	CAE	MID_LEVEL	Estimated $75.3K - $95.3K a year
92f613e5d7d5fec3	Engineering Technology Associates, Inc.	Vehicle Dynamics Simulation Engineer	Hybrid remote in Lisle, IL 60532	CAE	MID_LEVEL	$90,000 - $115,000 a year
02b803a78a04ddb1	Lucid Motors	Technical Specialist, Durability CAE	Newark, CA 94560	CAE	MID_LEVEL	$138,000 - $198,000 a year
38b7c2e8af88aa5a	Lucid Motors	Sr. CAE Engineer, Durability	Newark, CA 94560	CAE	MID_LEVEL	Estimated $122K - $155K a year
208caac2018d4ed0	Ford Motor Company	Electrified Powertrain EVSE D&R Engineer	Hybrid remote in Dearborn, MI 48124	CAE	MID_LEVEL	Estimated $82.3K - $104K a year
8b91d92f6d80353a	NuLEAP LLC	CFD Engineer	Columbus, OH	CAE	MID_LEVEL	Estimated $83.9K - $106K a year
da7e581f6871aadd	I I Stanley Co., Inc.	Optics Engineer 1	Livonia, MI 48150	CAE	MID_LEVEL	Estimated $72.2K - $91.5K a year
d2e026bde582dda0	FCA	Powertrain Virtual Analysis Engineer	Auburn Hills, MI 48326	CAE	MID_LEVEL	Estimated $80K - $101K a year
15518a3f2a9a449e	Lucid Motors	Sr. Powertrain CAE Engineer, NVH	Newark, CA 94560	CAE	MID_LEVEL	Estimated $122K - $155K a year
85273dc7d3f338e1	Volvo Group	Associate Engineer - 1D X-Domain Analyst	Greensboro, NC	CAE	MID_LEVEL	Estimated $77.4K - $98K a year
d5a8c0484b8b2d02	Kimble Companies	Industrial Engineer	Dover, OH 44622	CAE	MID_LEVEL	Estimated $61.5K - $77.9K a year
0fe3b3e58e7fa92b	Volvo Group	Engineer - CFD Analyst	Greensboro, NC	CAE	MID_LEVEL	Estimated $86.2K - $109K a year
1ec3d816e6d6f8f1	Altair Engineering	CAD Design Engineer	Irvine, CA	CAE	MID_LEVEL	Estimated $101K - $128K a year
7aaa3427c07e4646	Altair Engineering	CAD Design Engineer	Irvine, CA	CAE	MID_LEVEL	Estimated $101K - $128K a year
edcd960b4c391196	F.tech R&D North America, Inc.	Design Engineer	Troy, OH 45373	CAE	MID_LEVEL	Estimated $77.4K - $98K a year
51fccff4591d8fc2	FTS Inc	Controls Engineer	Buffalo, NY 14211 (Schiller Park area)	CAE	MID_LEVEL	$90,000 - $115,000 a year
4e79c2870bf6adc6	Shape Corp	Product Development Engineer	Novi, MI 48377	CAE	MID_LEVEL	Estimated $76.7K - $97.1K a year
3f642b6d176413bf	Solvay	Customer Technical Development Engineer (Transportation)	Hybrid remote in Alpharetta, GA	CAE	MID_LEVEL	
731fc7ae68351eb0	Capgemini	Automotive Cooling System Design and Release Engineer	Auburn Hills, MI	CAE	MID_LEVEL	Estimated $96.1K - $122K a year
713d01ffd90af899	NuLEAP LLC	CAE Engineer	Columbus, OH	CAE	MID_LEVEL	Estimated $84.5K - $107K a year
04479db82b894bc0	Lucid Motors	Lead Engineer, Chassis Brakes Design	Newark, CA 94560	CAE	MID_LEVEL	$115,000 - $165,000 a year
da5904ff2ec339b4	Molex	Electrical Engineer, Signal Integrity	Lisle, IL 60532	CAE	MID_LEVEL	Estimated $79.7K - $101K a year
65b8435c88cffa0c	Belcan LLC	Automotive Mechanical CAD Design Engineer	Irvine, CA 92618 (Irvine Health and Science Complex area)	CAE	MID_LEVEL	$18.69 - $49.27 an hour
3172862e389e1754	Roush	Mechanical Engineer ll	Allen Park, MI 48101	CAE	MID_LEVEL	Estimated $76.2K - $96.4K a year
2c02cb73878cf454	M.C. Dean, Inc.	Control Systems Engineer 4	Tysons, VA	CAE	MID_LEVEL	Estimated $97.3K - $123K a year
92992bef421e2aca	Dana Incorporated	Lead Application Engineer	Maumee, OH 43537	CAE	MID_LEVEL	Estimated $86.7K - $110K a year
1cdcc3c9d54d0c0e	Cognizant Technology Solutions	Design Release Engineer - Accessories	Dearborn, MI 48120	CAE	MID_LEVEL	Estimated $102K - $129K a year
337ec4d1518864b5	Big Metal Additive	Mechanical Engineer	Denver, CO 80239 (Stapleton area)	CAE	MID_LEVEL	$70,000 - $110,000 a year
34535f89586b6644	FOX Factory, Inc.	Design Engineering Technician 2	Braselton, GA	CAE	MID_LEVEL	Estimated $50.5K - $63.9K a year
bcae88e7e1cdc8ba	Stellantis	Powertrain Virtual Analysis Engineer	Auburn Hills, MI 48326	CAE	MID_LEVEL	Estimated $80K - $101K a year
a79ea6786d8a02af	INTEL	EDA Research and Development (R&D) Engineer	Folsom, CA	CAE	MID_LEVEL	$139,480 - $209,760 a year
5777495725154b54	Systima Technologies	Composite Structures Material & Process Engineer III	Mukilteo, WA 98275	CAE	MID_LEVEL	$105,000 - $130,000 a year
5f015afe47f52382	Gamma Technologies	Product Engineer – User Experience	Hybrid remote in Westmont, IL	CAE	MID_LEVEL	
2f6b8df0a13cbd23	Navistar, Inc.	Engineer – Frames and Assemblies	Lisle, IL 60532	CAE	MID_LEVEL	Estimated $79.7K - $101K a year
8fdd9003aeaaa401	Stellant Systems	RF Engineer	Melville, NY 11747	CAE	MID_LEVEL	$90,000 - $125,000 a year
d1586cac4bd94671	Sanden International (U.S.A.), Inc.	Resident Engineer	Plymouth, MI 48170	CAE	MID_LEVEL	Estimated $83.7K - $106K a year
9cb059e80970d49c	Goken America	CAE Engineer II - CAE Methods Development	Hybrid remote in Raymond, OH	CAE	MID_LEVEL	Estimated $85K - $108K a year
5e9a4e71f295af3a	Alten Technology USA	Design Engineer (Catia V5/V6) (Automotive)	Raymond, OH 43067	CAE	MID_LEVEL	Estimated $90.4K - $114K a year
3c73f97a35f255b9	Motherson SAS	Controls Engineer	Newark, CA 94560	CAE	MID_LEVEL	Estimated $105K - $132K a year
2f2eedce77ced57a	Parsons	Mechanical Engineer	Meridian, ID	CAE	MID_LEVEL	$68,400 - $142,600 a year
a092d6c49aa926ed	InDepth Engineering Solutions, LLC	Chassis CAD Design Engineer	Irvine, CA	CAE	MID_LEVEL	$98,000 a year
58ee9652109cd980	Brunswick Corporation	Brunswick Boat Group Technology Center - Mechanical Development Engineer II	Edgewater, FL	CAE	MID_LEVEL	
cdb020c16e6e44c1	E-Space	Staff Satellite Electro-Mechanical Engineer	Saratoga, CA	CAE	MID_LEVEL	$50,000 - $180,000 a year
6d14e7d35a711c46	Ansys	Team Lead Application Engineering	Canonsburg, PA 15317	CAE	MID_LEVEL	Estimated $99.8K - $126K a year
97205d895d460fd7	Systima Technologies	Composite Structures Design Engineer II	Mukilteo, WA 98275	CAE	MID_LEVEL	$95,000 - $114,000 a year
7337db763e1d8c19	Altair Engineering	CAE Engineer L2	Raymond, OH	CAE	MID_LEVEL	Estimated $99.4K - $126K a year
0d6cda90e9320a61	Altair Engineering	CAE Engineer L2	Raymond, OH	CAE	MID_LEVEL	Estimated $99.4K - $126K a year
791e2af53482cc5b	American Battery Solutions	Senior Mechanical Engineer	Lake Orion, MI 48359	CAE	MID_LEVEL	Estimated $96.1K - $122K a year
80d05fb5aafb1bd6	Ryobi Die Casting (USA), Inc.	Lead Engineer, Die Cast	Shelbyville, IN 46176	CAE	MID_LEVEL	Estimated $79.1K - $100K a year
f1753fc7f778d9b9	Parsons	Electrical Engineering Design Manager - Virtual	New York, NY	CAE	MID_LEVEL	$121,900 - $219,400 a year
f1fecd8c2494a8e7	INTEL	EDA Research and Development (R&D) Engineer	Santa Clara, CA	CAE	MID_LEVEL	$139,480 - $209,760 a year
4904f06c0c6c87b6	A. O. Smith Corporation	Manufacturing Engineer - Process	Ashland City, TN 53224 (Calumet Farms area)	CAE	MID_LEVEL	Estimated $79.6K - $101K a year
0c72ff03bbbd0394	LG Chem	Product Design Engineer - LG Chem - Ravenna, OH	Detroit, MI 48226 (Downtown area)	CAE	MID_LEVEL	Estimated $89.1K - $113K a year
1cfe978c356b4d02	Rivian	Staff Mechanical Design Engineer - Seats	Irvine, CA 92606	CAE	MID_LEVEL	Estimated $153K - $194K a year
8c7185c134ad9317	Rivian	Staff Mechanical Design Engineer - Seats	Irvine, CA 92606	CAE	MID_LEVEL	Estimated $153K - $194K a year
e27376b64b9f3e2d	Dana Incorporated	Transmission Design Engineer	Novi, MI 48377	CAE	MID_LEVEL	Estimated $74.1K - $93.8K a year
c7d21dc0c47f918b	INTEL	EDA Research and Development (R&D) Engineer	Hillsboro, OR	CAE	MID_LEVEL	$139,480 - $209,760 a year
a7c8bdcbc6463eac	CAE	Project Engineer	Tampa, FL 33634	CAE	MID_LEVEL	Estimated $84K - $106K a year
2f5c8d7385e8ce93	Quest Defense Systems & Solutions, Inc.	Mechanical Design Engineer	Cincinnati, OH	CAE	MID_LEVEL	Estimated $67.1K - $85K a year
2c7fc6be1579fc3b	INTEL	EDA Research and Development (R&D) Engineer	Austin, TX	CAE	MID_LEVEL	$139,480 - $209,760 a year
6c11386c640d03a8	Alten Technology USA	CAE Methods Engineer (Automotive)	Raymond, OH 43067	CAE	MID_LEVEL	Estimated $93.4K - $118K a year
cdded88cfe9217bc	FORTUNE PERSONNEL CONSULTANTS	Senior Battery Electrical Engineer	Lake Orion, MI	CAE	MID_LEVEL	Estimated $101K - $128K a year
