7854e0923f8ff9ee	STEP, Inc.	INFRASTRUCTURE Engineers, Civil, ME&P consulting, and Land Surveyors	Willow Grove, PA 19090	CE	MID_LEVEL	$75,000 - $160,000 a year
4835486f02fcefa7	City of San Antonio	Engineer I (Transportation Systems Management & Operations)	San Antonio, TX 78229	CE	MID_LEVEL	$85,896.20 - $128,844.30 a year
4afd0a096296fd71	Adams & Hodge Engineering, PC	Civil Engineer	Clayton, NC 27520	CE	MID_LEVEL	$63,232.01 - $76,150.38 a year
2f13dcc3ab56918b	Malcolm Drilling Company, Inc	Project Manager	San Diego, CA 92127 (Rancho Bernardo area)	CE	MID_LEVEL	Estimated $114K - $144K a year
81a8d5d466190c84	CTL Engineering	Project Engineer- Civil Design Services	Morgantown, WV 26501	CE	MID_LEVEL	Estimated $67.3K - $85.2K a year
a91d775ed5cf3df0	HLA, Inc.	Civil Engineering Project Manager Position	Charleston, SC 29407	CE	MID_LEVEL	$90,000 - $95,000 a year
0f7bf7f553ff4fad	CTL Engineering	Project Engineer	Shelbyville, KY 40065	CE	MID_LEVEL	$70,000 - $100,000 a year
e01a20dac4184867	Ripple Effect Consulting	Water Resources / Drainage Design Engineer - 002	Hybrid remote in Highlands Ranch, CO 80129	CE	MID_LEVEL	$80,000 - $100,000 a year
052595663cc6981a	LDC, Inc	Civil Design Engineer	Woodinville, WA 98072 (North Industrial area)	CE	MID_LEVEL	$75,000 - $95,000 a year
f0ef4776eda346c3	US Veterans Health Administration	Supervisory Healthcare Engineer (Chief Engineer)	Atlanta, GA	CE	MID_LEVEL	$159,853 - $207,805 a year
bcb7c4165e95bc7e	City of Avondale, AZ	Project Manager (CIP)	Avondale, AZ	CE	MID_LEVEL	$97,762 - $146,643 a year
84a07ebb48cc2798	CTL Engineering	Project Manager- Testing Services	Indianapolis, IN 46239 (Irvington area)	CE	MID_LEVEL	$30 - $40 an hour
3572b3119dfad7a6	TekwissenGroup	Stress/Structural Engineer (Aerospace)	Fort Worth, TX 76118	CE	MID_LEVEL	$80 - $90 an hour
4813b2e0d1ba0d52	Bitflow Innovative Group Inc	Construction Project Cost Engineer	Meritt Island, FL	CE	MID_LEVEL	$100,000 - $140,000 a year
ab0b73aa1c683690	Walker Consultants	Project Manager	Houston, TX 77058 (Pasadena area)	CE	MID_LEVEL	Estimated $89K - $113K a year
0ec8a351f50ad2e3	E-Business International	Transportation Design Project Manager	Lincoln, NE 68521 (Highlands area)	CE	MID_LEVEL	$100,000 - $125,000 a year
aef4d044df909cda	Psomas	Project Engineer / Civil Engineer - Land Development	Tucson, AZ 85705 (Flowing Wells area)	CE	MID_LEVEL	Estimated $87.9K - $111K a year
43c6c18f1fc4bbe2	Fisher Construction Group, Inc.	Senior Project Engineer- Commercial/Industrial Construction	Spokane, WA 99224	CE	MID_LEVEL	$98,521 - $112,624 a year
6937893f9d5655ae	BBA	Project Engineer, Wind and Solar, Salt-Lake City	Salt Lake City, UT	CE	MID_LEVEL	Estimated $87K - $110K a year
1a54f695448088f4	Tiello	Project Manager (Commercial)	Philadelphia, PA	CE	MID_LEVEL	From $105,000 a year
42292523a122447c	RETTEW	Civil Engineer - Project Manager	Mechanicsburg, PA 17055	CE	MID_LEVEL	NA
3b63745425e828bd	Menotti Enterprise LLC	MTA Construction Safety Engineer (CSE)	Bronx, NY	CE	MID_LEVEL	$82,854 - $135,200 a year
7123202100881c33	Northern Engineering	Civil Engineer	Orem, UT 84097 (Orchard area)	CE	MID_LEVEL	$32 - $36 an hour
ba99a9f472547eba	Ripple Effect Consulting	Structural Engineer PE / SE - 002/003	Collinsville, IL	CE	MID_LEVEL	$60,000 - $130,000 a year
439e7d5dd2dba11f	CTL Engineering	Project Engineer- Construction Services	Indianapolis, IN 46239 (Irvington area)	CE	MID_LEVEL	Estimated $79.6K - $101K a year
f85087872c6a2d3b	BranexGroup	Senior Structural Engineer (Contract)	Troy, MI	CE	MID_LEVEL	$40 - $45 an hour
48f087d0351b64c1	CTL Engineering	Project Engineer	Columbus, OH 43204 (Greater Hilltop area)	CE	MID_LEVEL	Estimated $63.1K - $79.9K a year
9ab177263d8cfcd2	Bitflow Innovative Group Inc	Project Manager / Estimator	Pacific, MO	CE	MID_LEVEL	$90,000 - $110,000 a year
9c941ecc01d4cdc3	LeMessurier	STRUCTURAL PROJECT MANAGER	Boston, MA 02135 (Brighton area)	CE	MID_LEVEL	Estimated $91.1K - $115K a year
269864f98c2895f2	HNTB Corporation	Transportation Engineer III	Austin, TX 78703	CE	MID_LEVEL	Estimated $86.9K - $110K a year
375d928d40f4c7f1	RETTEW	Land Development Project Manager	Mechanicsburg, PA 17055	CE	MID_LEVEL	NA
245233f1f6ec10ff	Timmons Group	Civil Project Engineer III - Commercial Land Development	Richmond, VA 23225 (Westover area)	CE	MID_LEVEL	Estimated $89.7K - $114K a year
c00e0df7155e9430	R&R ENGINEERING	Geotechnical Engineer	Fort Myers, FL 33901	CE	MID_LEVEL	$84,087 - $92,255 a year
33a7d90c5cd1d291	BGE, Inc.	Project Manager- Land Development	The Woodlands, TX 77380	CE	MID_LEVEL	Estimated $108K - $137K a year
dc4da403118c39ea	GCW, Inc.	Project Engineer - Flood Control (FT)	Las Vegas, NV	CE	MID_LEVEL	Estimated $79.2K - $100K a year
c7ad5e2acd5379e1	iLink Resources, Inc.	Structural Engineer (CB)	Houston, TX	CE	MID_LEVEL	Estimated $92.3K - $117K a year
3b1cd851d02d726d	Techsara solutions	Civil Engineer/Project Manager	Houston, TX 77018 (Oak Forest - Garden Oaks area)	CE	MID_LEVEL	$90,000 - $115,000 a year
81814241e4f45df2	iLink Resources, Inc.	Structural Engineer (FC)	United States	CE	MID_LEVEL	Estimated $73.9K - $93.6K a year
b7890b796b926860	CDM Smith	Transportation Planner 3	Hybrid remote in Orlando, FL	CE	MID_LEVEL	Estimated $60.6K - $76.7K a year
c0f887ade99dffd7	Express International Inc.	Structural Engineer/Construction Engineer	Plantsville, CT	CE	MID_LEVEL	$80,000 - $105,000 a year
9521d425e52c9f5d	Dabri, Inc.	SAC-433 Construction Project Engineer: Technology Project Engineer LACCD	Los Angeles, CA	CE	MID_LEVEL	Up to $35 an hour
c5c9efbb3b82fa66	Figg Bridge Inspection	CEI Senior Bridge Inspector - North Side of Jacksonville	Jacksonville, FL 32218 (Duval area)	CE	MID_LEVEL	Estimated $73.1K - $92.5K a year
62030471379c4118	Tiello	Project Manager (Commercial)	Pittsburgh, PA	CE	MID_LEVEL	From $105,000 a year
a0167e7da3e6b055	Timmons Group	Civil Project Engineer II- Land Development	Ashburn, VA 20147	CE	MID_LEVEL	Estimated $72.7K - $92K a year
2fd6dda998804569	Structures, A Consulting Company. Inc.	Structural Engineer (2 year experience required)	Newport Beach, CA 92660	CE	MID_LEVEL	$30,000 - $50,000 a year
16f4847861946895	DPR Construction	Senior Project Engineer	Washington, DC	CE	MID_LEVEL	Estimated $86.1K - $109K a year
9dc571b25cd3916a	iLink Resources, Inc.	Structural Engineer (CB)	Canfield, OH	CE	MID_LEVEL	Estimated $71.1K - $90K a year
24323e0d0bea5a17	BOEING	Mid-Career Maintenance Engineer	Seal Beach, CA	CE	MID_LEVEL	Estimated $106K - $135K a year
2533c0aa084c622b	Sacyr	Field Engineer	Diboll, TX 75941	CE	MID_LEVEL	$100,000 - $115,000 a year
0865724d88b1e78d	M.Gillespie & Associates Consulting Engineering,...	Civil Engineer/AutoCAD Drafter	Hopewell Junction, NY 12533	CE	MID_LEVEL	$65,000 - $85,000 a year
174def934ef6b48a	Brevard County Public Works Department	Engineer III (20035)	Viera, FL	CE	MID_LEVEL	$46.25 - $50.87 an hour
27402ba8b4761dc9	Bechtel	Deputy Project Field Engineer	Brownsville, TX	CE	MID_LEVEL	Estimated $105K - $133K a year
4377d0d7387edb64	R.D. Michaels, Inc.	Field Engineer-Commercial Construction	Deltona, FL 32725	CE	MID_LEVEL	$25 - $28 an hour
09119b20d58dcfc3	Mark Young Construction	Commercial Construction Project Manager	Denver, CO	CE	MID_LEVEL	$110,000 - $140,000 a year
9f16b634f415cac5	True Homes	Land Development Project Manager	Apex, NC 27502	CE	MID_LEVEL	Estimated $83.6K - $106K a year
6d2fef3d197e6a19	Techsara solutions Inc	Civil Design Engineer	Houston, TX 77002 (Midtown area)	CE	MID_LEVEL	$110,000 - $115,000 a year
3310c853f60cdb6d	Mark Young Construction	Construction Project Engineer	Denver, CO	CE	MID_LEVEL	$65,000 - $85,000 a year
d59a63ca273e8d07	MSYS LTD	Project Engineer (Civil)	Ashland, VA	CE	MID_LEVEL	$70,000 - $75,000 a year
6e3dbcb675f7db7a	Terracon Consultants, Inc.	Geotechnical Project Engineer	Indianapolis, IN 46214	CE	MID_LEVEL	Estimated $84.4K - $107K a year
92f56693628b55d0	Terracon Consultants, Inc.	Project Environmental Engineer	Niles, MI 49120	CE	MID_LEVEL	Estimated $79K - $100K a year
8fb69a0facbbf209	JPCL Engineering, LLC.	Construction Quality Engineer	New York, NY	CE	MID_LEVEL	$70,000 - $100,000 a year
2d5042f6aac4ba21	JH Kelly	Mechanical Project Engineer - Special Projects Group	Portland, OR	CE	MID_LEVEL	$40 - $55 an hour
86e47b7d59e5c5dc	CLC Engineering, LLC	Experienced Civil Engineer - Alexandria, LA	Alexandria, LA 71303	CE	MID_LEVEL	$55,000 - $105,000 a year
fd61ac8a145dc3a9	Sacyr	Field Engineer	Lubbock, TX 79424	CE	MID_LEVEL	$100,000 - $115,000 a year
2df178fabfc3b413	Garver	Project Manager - Water	El Paso, TX	CE	MID_LEVEL	Estimated $104K - $132K a year
db42b45fbab30b38	McClure	Project Manager – Water (Civil Engineering)	Kansas City, MO 64116	CE	MID_LEVEL	Estimated $96.9K - $123K a year
0032a5c90451e36a	G&J Pepsi-Cola Bottlers	Manager - Structural Design	Reynoldsburg, OH 43068	CE	MID_LEVEL	$104,000 - $150,000 a year
6f3b17d3e4ca0c08	MSYS LTD	Project Manager/ Structural Engineer	Hybrid remote in San Antonio, TX 78201	CE	MID_LEVEL	$95,000 - $140,000 a year
e001fe0839123112	Techsara solutions	Civil Engineer/Project Manager	Houston, TX 77018 (Oak Forest - Garden Oaks area)	CE	MID_LEVEL	$110,000 a year
78ff5245005afcf7	CLC Engineering, LLC	EXPERIENCED Structural Engineer	Alexandria, LA 71303	CE	MID_LEVEL	$55,000 - $105,000 a year
0f001da30c138eb3	Bitflow Innovative Group Inc	Civil Engineer / Project Manager	Houston, TX	CE	MID_LEVEL	$90,000 - $120,000 a year
bc148029d7afd6cc	Halff	Graduate Civil Engineer- Water & Wastewater Utilities	Fort Worth, TX 76137 (Far North area)	CE	MID_LEVEL	Estimated $65.6K - $83.1K a year
9e4087e8721016fd	GEORGIA CIVIL INC	Civil Engineer In Training (FT)	Madison, GA	CE	MID_LEVEL	Estimated $59.8K - $75.7K a year
ca61e1da539859eb	E-Business International	Transportation Design Project Manager	Omaha, NE 68154	CE	MID_LEVEL	$100,000 - $125,000 a year
11b698ec8bba48a2	McClure	Project Manager – Water (Civil Engineering)	Columbia, MO 65203	CE	MID_LEVEL	Estimated $96.9K - $123K a year
44d5e29ddac775ac	McClure	Project Manager – Water (Civil Engineering)	Clive, IA 50325	CE	MID_LEVEL	Estimated $97.2K - $123K a year
7e10b4367a8539f5	Techsara solutions Inc	Civil Project Manager	Houston, TX 77002 (Midtown area)	CE	MID_LEVEL	$110,000 - $115,000 a year
777b881e4c933e9d	Halff	Graduate Civil Engineer - Water Resources	Frisco, TX 75034	CE	MID_LEVEL	Estimated $73.9K - $93.6K a year
598560c867288c3f	Suwannee River Water Management District	Engineer - Entry to Mid-Level	Live Oak, FL 32060	CE	MID_LEVEL	Estimated $54.5K - $69K a year
ecaad19c49d396cc	Rick Engineering	Civil Design Engineer Principal	Irvine, CA 92618	CE	MID_LEVEL	$40.50 - $49.50 an hour
efbc5deb6b1f1099	Rick Engineering	Civil Design Engineer Associate	San Luis Obispo, CA 93401	CE	MID_LEVEL	$36 - $44 an hour
230e7dc3986bf47b	Skanska USA	Project Engineer (Heavy Civil Construction)	Baltimore, MD 21201 (Downtown area)	CE	MID_LEVEL	Estimated $94.4K - $120K a year
207f0b70837a389f	Rick Engineering	Civil Engineer Designer– Principal	Riverside, CA 92507	CE	MID_LEVEL	$40.50 - $54.50 an hour
4b828fd6268178b3	Sundt Construction, Inc.	Transportation- Project Engineer II	Denton, TX	CE	MID_LEVEL	Estimated $82.8K - $105K a year
bad2837c08b13f6f	AECOM	Junior Level Civil Engineer (Transportation) - 2 Years of Experience Required	Oakland, CA	CE	MID_LEVEL	$70,222 - $129,912 a year
cba7e565d01aaab5	Tetra Tech	Civil Engineer	Diamond Bar, CA	CE	MID_LEVEL	Estimated $95.3K - $121K a year
09229a3c8ee8523f	Turner & Townsend	Cost Engineer – Data Center Construction	Mount Pleasant, WI	CE	MID_LEVEL	Estimated $78.7K - $99.7K a year
7a3d0530dae227d0	Johnson, Mirmiran, and Thompson Inc.	Transportation Engineer - Traffic	Hybrid remote in Hunt Valley, MD	CE	MID_LEVEL	Estimated $65.3K - $82.7K a year
9c14b06a16bc5ca4	Capital Paving & Construction Llc	Project Manager-Civil Construction	Kansas City, MO 64030	CE	MID_LEVEL	Estimated $95.6K - $121K a year
3ba1c9227676a2ad	Terraphase Engineering Inc.	Project Environmental Engineer, Geologist, or Scientist	Tacoma, WA 98402 (New Tacoma area)	CE	MID_LEVEL	NA
7ab88a2dbb720bb6	ECS Ltd	Construction Materials Project Manager	Naples, FL 34104	CE	MID_LEVEL	Estimated $65K - $82.3K a year
5f22b7c43d894a24	Terraphase Engineering Inc.	Staff Environmental Engineer, Geologist, or Scientist	Tacoma, WA 98402 (New Tacoma area)	CE	MID_LEVEL	NA
2c0ef656081c8921	Rick Engineering	Civil Design Engineer Principal	San Luis Obispo, CA 93401	CE	MID_LEVEL	$40.50 - $54.40 an hour
fd7c4dea93f531ea	Rick Engineering	Civil Engineer Project Manager Associate	San Luis Obispo, CA 93401	CE	MID_LEVEL	$50.00 - $65.50 an hour
434f4ff2f6fc7432	Johnson, Mirmiran, and Thompson Inc.	Facilities - CM Assistant Project Manager	Austin, TX	CE	MID_LEVEL	Estimated $83.2K - $105K a year
c4b226ecdc471843	MWH	Project Engineer	San Francisco, CA 94124 (Bayview area)	CE	MID_LEVEL	$80,000 - $95,000 a year
f9214511a314be45	Johnson, Mirmiran, and Thompson Inc.	Traffic Project Engineer	Raleigh, NC	CE	MID_LEVEL	Estimated $86.5K - $110K a year
174d7b9b9b810b23	RK&K	Project Engineer I, Environmental Water Resources	Hybrid remote in Nashville, TN 37214	CE	MID_LEVEL	Estimated $82.4K - $104K a year
60edc09efd4015ea	TRC Companies, Inc.	Environmental Scientist/Engineer/Geologist	San Diego, CA 92123 (Kearny Mesa area)	CE	MID_LEVEL	NA
6f45a048dd1a11a9	Stantec	Structural Engineer	Seattle, WA 98104 (Downtown area)	CE	MID_LEVEL	Estimated $86.7K - $110K a year
1998fbbcb5ae2061	Rick Engineering	Civil Engineer/Project Manager-Assistant	Riverside, CA 92507	CE	MID_LEVEL	$46 - $55 an hour
f603265e163540d9	Cordoba Corporation	Principal Engineer – Potable and Recycled Water Design (California PE License Required)	Los Angeles, CA	CE	MID_LEVEL	Estimated $130K - $164K a year
b7a5a7f3c5f39ae9	Turner & Townsend	Cost Engineer – Data Center Construction	Milwaukee, WI	CE	MID_LEVEL	Estimated $78.7K - $99.7K a year
65df726a237c8f59	Rick Engineering	Civil Engineer Project Manager Assistant	Irvine, CA 92618	CE	MID_LEVEL	$46 - $55 an hour
e7a9a999dbd52682	Rick Engineering	Civil Engineer Project Manager Associate	Tucson, AZ 85712 (Glenn Heights area)	CE	MID_LEVEL	Estimated $88.7K - $112K a year
d9ddd3e85dd1b2b6	Rick Engineering	Civil Engineer Project Manager Assistant	Denver, CO	CE	MID_LEVEL	$43.70 - $57.00 an hour
116ce72984ea1822	Stantec	Structural Engineer	Anchorage, AK 99503 (Midtown area)	CE	MID_LEVEL	Estimated $82K - $104K a year
d5a7faa3ef1d8eb2	Stantec	Structural Engineer	Fairbanks, AK 99709	CE	MID_LEVEL	Estimated $82K - $104K a year
c75d72165542ed3d	AECOM	Traffic Engineer	Charleston, SC	CE	MID_LEVEL	$55,000 - $96,000 a year
bb1c525fd8a10fc0	Texas Department of Transportation	Transportation Design Engineer I, II or III	Tyler, TX 75702	CE	MID_LEVEL	$123,267 a year
7662d2ed26f8b0e0	Martek Global Services Inc.	Civil Engineer/Environmental Engineer II	Remote	CE	MID_LEVEL	Estimated $113K - $143K a year
077fbaf7aaf2cc23	COASTAL ECOLOGY GROUP	Roadway Engineer - Remote	Remote in New Orleans, LA 70118	CE	MID_LEVEL	$115,000 - $150,000 a year
64d2954029598943	Atlas Technical Consultants	Field Engineer (Heavy Civil)	Kennewick, WA	CE	MID_LEVEL	$85,000 - $120,000 a year
b51a40fc53f5d114	Consolidated Nuclear Security	Y-12 Projects Structural Engineer	Oak Ridge, TN	CE	MID_LEVEL	Estimated $82.4K - $104K a year
7113cc395b2b3ab2	INTEL	Facilities Chem and Gas Delivery Systems Engineer	Albany, OH	CE	MID_LEVEL	$72,389.30 - $87,178.51 a year
d22814eaf150dd8c	Martek Global Services Inc.	Structural Engineer II	Remote	CE	MID_LEVEL	Estimated $94.9K - $120K a year
a9a218b968d9d5b0	Summit County	County Engineer	Coalville, UT 84017	CE	MID_LEVEL	$121,798.36 - $170,716.06 a year
74232eb6ab212d8a	DB Civil Construction, LLC	Civil Construction Project Manager	Saint Augustine, FL	CE	MID_LEVEL	$95,000 - $115,000 a year
1fab2be914c9ff4c	Stanford University	Project Manager Civil Infrastructure	Hybrid remote in Stanford, CA	CE	MID_LEVEL	$134,000 - $181,000 a year
6c566a7b947902cd	Concourse Federal Group	Project Engineer	Los Angeles, CA 90049 (Brentwood area)	CE	MID_LEVEL	$100,000 - $110,000 a year
35ee1fc21e88aa50	Sealaska	Project Engineer	Tobyhanna, PA	CE	MID_LEVEL	$70,000 - $80,000 a year
a2202d05b3142e73	Wolfspeed	Ramp Equipment Engineer	Siler City, NC	CE	MID_LEVEL	Estimated $87.1K - $110K a year
7c8af2180ec6dee9	Larson Design Group	Highway Engineer	Harrisburg, PA	CE	MID_LEVEL	Estimated $81K - $103K a year
5726452ef4de8b51	Network Building + Consulting	Project Engineer	Blue Bell, PA 19422	CE	MID_LEVEL	Estimated $87.2K - $110K a year
f0539d39ec4938d0	Pacific National Group	Construction Project Engineer	Irwindale, CA 91010	CE	MID_LEVEL	Estimated $68K - $86.1K a year
3d40345ed53920aa	State of Arizona	TRANSPORTATION ENGINEERING SPECIALIST	Mayer, AZ	CE	MID_LEVEL	$64,804.59 - $74,804.59 a year
6ba0bd1f8777f7ff	State of Washington Dept. of Fish and Wildlife	Habitat Restoration Engineer - Environmental Engineer 2 or 3 - Permanent - *15215-23	Olympia, WA	CE	MID_LEVEL	$5,615 - $8,758 a month
9177411fd3e7ed56	Sci Engineering Inc	Geotechnical Engineer II/Project Engineer	Round Rock, TX 78664	CE	MID_LEVEL	$60,000 - $100,000 a year
ae5a608ecb92425d	Dietzler Construction Corp	Project Engineering	Denver, CO 80202 (Lodo area)	CE	MID_LEVEL	$110,000 a year
7946699294c83b60	Michael Baker International	Bridge Inspector, NBIS Team Lead	Greenville, SC	CE	MID_LEVEL	$89,000 - $125,000 a year
75647b96971dd817	Michael Baker International	Roadway Engineer	Ridgeland, MS	CE	MID_LEVEL	$64,325 - $102,376 a year
a04a9a75778b15f3	AECOM	Drainage Engineer	Greenville, SC	CE	MID_LEVEL	$55,000 - $100,000 a year
9039137f6e0710ac	Bowman Consulting Group	Engineer II, Transportation/Traffic - Taunton, MA	Taunton, MA 02780	CE	MID_LEVEL	Estimated $70.9K - $89.8K a year
b768be8214d7f373	O2EPCM, Inc. dba O2 Engineering, Projects &...	Project Engineer II – Technology Project Engineer	Los Angeles, CA	CE	MID_LEVEL	$84,557 - $93,033 a year
25e9d7e4781032af	CSM Group	Industrial: Construction Project Engineer	Austin, TX	CE	MID_LEVEL	Estimated $74.5K - $94.3K a year
76d5c5d6cbf75083	AECOM	Traffic Engineer	Columbia, SC	CE	MID_LEVEL	$55,000 - $96,000 a year
d8a7fa65441ced40	AECOM	Geotechnical Engineer	Clifton, NJ 07011	CE	MID_LEVEL	$110,000 - $125,000 a year
c292b659979233e0	Absolute Engineering, Inc.	Civil Engineer	Tampa, FL	CE	MID_LEVEL	Estimated $79.5K - $101K a year
08b87b04aab12564	STV Group	Highway/Roadway Engineer	Colorado Springs, CO	CE	MID_LEVEL	$87,168 - $113,912 a year
af8a590cf42457ec	RS&H	Traffic Engineer	Orlando, FL 32801 (Central Business District area)	CE	MID_LEVEL	Estimated $91K - $115K a year
1c5725085dec64dd	Suncoast Drivers	Professional Engineer (CD)	Boca Raton, FL 33427	CE	MID_LEVEL	$75,000 - $150,000 a year
37bdaf37f63cb36c	Manhard Consulting Ltd.	Project Engineer	Denver, CO 80203 (Baker area)	CE	MID_LEVEL	$80,000 - $95,000 a year
b90ece09cc503ef7	Timmons Group	Civil Project Engineer II/III - Land Development	Staunton, VA 24401	CE	MID_LEVEL	Estimated $79.8K - $101K a year
7c7da61a02855139	CMT Services Inc	Civil Structural Engineer	Aiken, SC 29802	CE	MID_LEVEL	Estimated $91K - $115K a year
766fcfa66d8deba8	AECOM	Geotechnical Engineer	Clifton, NJ	CE	MID_LEVEL	$110,000 - $125,000 a year
4b0ab717196c7faf	Prime AE Group Inc	Project Manager - Water / Wastewater - Pipelines	Halethorpe, MD 21227	CE	MID_LEVEL	Estimated $85.1K - $108K a year
f9534d4885bfcd1c	Andretti Indoor Karting & Games	Construction Project Manager	Orlando, FL 32819 (Florida Center area)	CE	MID_LEVEL	NA
5276d1f1e91ebebf	The Mannik & Smith Group	Civil Engineer	Detroit, MI	CE	MID_LEVEL	Estimated $61K - $77.2K a year
a971f32fdeb1c8c5	TranSystems	Team Lead - NBIS Bridge Inspector	Fort Worth, TX	CE	MID_LEVEL	$80,000 - $200,000 a year
487d6ce410089a25	Fehr & Peers	Transportation Project Engineer	Denver, CO	CE	MID_LEVEL	$86,000 - $110,000 a year
04d2e3e71b91396d	American Bridge Company	Field Engineer - New York City	New York, NY	CE	MID_LEVEL	$72,000 - $82,000 a year
97c44b300cbd7f2d	WSP	Consultant, Geotechnical Engineer	Shelton, CT 06484	CE	MID_LEVEL	Estimated $89.9K - $114K a year
a28ebb3f1195e792	HNTB Corporation	Bridge Engineer III	Cherry Hill, NJ 08034	CE	MID_LEVEL	Estimated $94.8K - $120K a year
455cda1caf43d6ec	BGE, Inc.	Experienced Engineer In Training- Land Development	Houston, TX 77042 (Westchase area)	CE	MID_LEVEL	Estimated $68.7K - $86.9K a year
f2bcc4bf827f47f1	TranSystems Corporation	Bridge Project Engineer	Boston, MA 02110 (Downtown Crossing area)	CE	MID_LEVEL	Estimated $96.1K - $122K a year
de98299ebd975d0e	VIP-STAFFING.COM	Project Engineer	San Antonio, TX	CE	MID_LEVEL	$120,000 - $140,000 a year
837d588269e82e4f	Hensel Phelps	Lead Estimator	Phoenix, AZ 85040 (South Mountain area)	CE	MID_LEVEL	Estimated $69K - $87.4K a year
a7348fc1cb4e3924	Doka	Project Engineer	Sumner, WA	CE	MID_LEVEL	$70,000 - $75,000 a year
cffcfe127973ad8a	Lochmueller Group	Roadway Design Engineer II/III	Hybrid remote in Indianapolis, IN	CE	MID_LEVEL	Estimated $71.7K - $90.8K a year
0238c3d5763d6c56	The Mannik & Smith Group	Project Engineer	Cleveland, OH	CE	MID_LEVEL	Estimated $71.5K - $90.6K a year
26f7efe76d6be124	WSP	Consultant, Geotechnical Engineer	Shelton, CT 06484	CE	MID_LEVEL	Estimated $89.9K - $114K a year
2b75a46147c62636	Capital Paving & Construction Llc	Project Manager-Civil Construction	Jefferson City, MO 65109	CE	MID_LEVEL	Estimated $95.6K - $121K a year
31f6e91988ac5793	Timmons Group	Civil Project Manager - Stormwater Management	Raleigh, NC 27607 (West Raleigh area)	CE	MID_LEVEL	Estimated $103K - $130K a year
177c05eed47e1ea0	Mark Thomas & Company	Experienced Bridge Engineer (PE)	Hybrid remote in Irvine, CA 92606	CE	MID_LEVEL	$95,500 - $130,000 a year
86672412583a774b	AECOM	Drainage Engineer	Charleston, SC	CE	MID_LEVEL	$55,000 - $100,000 a year
112c806b9c744ecb	Capital Paving & Construction Llc	Project Manager-Civil Construction	Denver, CO 80014	CE	MID_LEVEL	Estimated $99.8K - $126K a year
1b8c76ff63577fd5	COASTAL ECOLOGY GROUP	Roadway Engineer (PE)	Baton Rouge, LA 70810	CE	MID_LEVEL	$115,000 - $150,000 a year
4e2e2ac5ca01af95	Sci Engineering Inc	Geotechnical Engineer II/Project Engineer	Denver, CO 80216 (Northeast Park Hill area)	CE	MID_LEVEL	$60,000 - $100,000 a year
1e57dd182c68b999	Timmons Group	Civil Project Manager - Structure and Bridge Design	Richmond, VA 23225 (Westover area)	CE	MID_LEVEL	Estimated $106K - $134K a year
5f3ee7e175120b1b	Suncoast Drivers	Civil Engineer (CD)	Port Saint Lucie, FL 34986	CE	MID_LEVEL	$75,000 - $150,000 a year
e753c551a5cbb442	Suncoast Drivers	Civil Engineer (CD)	Boca Raton, FL 33427	CE	MID_LEVEL	$75,000 - $150,000 a year
8d49643c73fe64aa	Capital Paving & Construction Llc	Project Manager-Civil Construction	St. Louis, MO 63101 (Downtown area)	CE	MID_LEVEL	Estimated $95.6K - $121K a year
13f176fc161270e2	Suncoast Drivers	Professional Engineer (CD)	Port Saint Lucie, FL 34986	CE	MID_LEVEL	$75,000 - $150,000 a year
6f5583c830617713	Sci Engineering Inc	Geotechnical Engineer II/Project Engineer	Selma, TX 78154	CE	MID_LEVEL	$60,000 - $100,000 a year
