42c97e222d2f90b2	Comal County	County Engineer	New Braunfels, TX 78130	CE	SENIOR_LEVEL	$139,314.41 - $150,459.56 a year
193737a68ba125fd	The Lagneta Group	Airport Senior Project Manager	Dallas, TX 75251 (North Dallas area)	CE	SENIOR_LEVEL	Estimated $107K - $135K a year
83e662cd21d38bb7	Walker Consultants	Project Structural Engineer	Los Angeles, CA 90014	CE	SENIOR_LEVEL	$90,000 - $125,000 a year
dbb21651b7a7b870	Columbia Engineering and Services, Inc.	Senior Civil Engineer	Duluth, GA 30096	CE	SENIOR_LEVEL	Estimated $87.9K - $111K a year
800a5bfff1e8af1f	Progressive AE	Senior Structural Engineer	Grand Rapids, MI	CE	SENIOR_LEVEL	Estimated $104K - $132K a year
1d3301a0fbc93f71	Progressive AE	Senior Structural Engineer	Detroit, MI	CE	SENIOR_LEVEL	Estimated $104K - $132K a year
6996afdac1e8151c	BJC HealthCare	Sr. Engineer- Healthcare Design/Construction	Remote in Missouri	CE	SENIOR_LEVEL	$92,248.00 - $150,238.41 a year
c1a19abac1de8beb	Applied Research Associates, Inc	Materials Engineer / Scientist	Reston, VA 20190	CE	SENIOR_LEVEL	NA
777d2dccc0f06f17	C&I Engineering	Staff Structural Engineer	Oak Brook, IL 60523	CE	SENIOR_LEVEL	$95,000 - $145,000 a year
2253b894353962ac	McFarland Johnson	Aviation Project Manager	Concord, NH 03301	CE	SENIOR_LEVEL	Estimated $80.8K - $102K a year
afa1ec63f372da7a	Innovato	Airport Senior Project Manager	Sacramento, CA 95833 (Willowcreek area)	CE	SENIOR_LEVEL	From $110,342.59 a year
ddd42526d3991567	RR Consulting MN	Sr. Project Manager - Airport	Reno, NV	CE	SENIOR_LEVEL	Estimated $114K - $144K a year
31eff3e8b5963d02	Value Engineering LLC	Sr. Design Engineer	Detroit, MI 48226 (Downtown area)	CE	SENIOR_LEVEL	Estimated $84.4K - $107K a year
b5c4d830054c19ee	PLW WATERWORKS, LLC	Webber - Senior Project Engineer - Waterworks	Austin, TX 78759 (Arboretum area)	CE	SENIOR_LEVEL	Estimated $90.2K - $114K a year
eebfbd60191bd949	LB Transportation Consulting, Inc.	Senior Structural Engineer NY PE license required transit experience plus	Hybrid remote in New Rochelle, NY 10801	CE	SENIOR_LEVEL	$80 - $110 an hour
cd8edf9a9a82e48b	GAI Consultants Inc	Senior Project Engineer (Civil)	Hybrid remote in Homestead, PA 15120	CE	SENIOR_LEVEL	Estimated $80.4K - $102K a year
8fdd767d02004bda	Applied Research Associates, Inc	Chemical Engineer	Reston, VA 20190	CE	SENIOR_LEVEL	Estimated $123K - $156K a year
f77cf7ef0560fa25	C&I Engineering	Staff Structural Engineer	Louisville, KY 40218	CE	SENIOR_LEVEL	$87,000 - $130,000 a year
b7650b98dd28de84	C&I Engineering	Staff Structural Engineer	Salt Lake City, UT 84101 (People's Freeway area)	CE	SENIOR_LEVEL	$95,000 - $145,000 a year
6f6b593ceda2755e	C&I Engineering	Staff Structural Engineer	Houston, TX 77058 (Pasadena area)	CE	SENIOR_LEVEL	$96,000 - $145,000 a year
93fee739eba3ef09	Value Engineering LLC	Sr. Design Engineer	Lansing, MI 48906 (Old Town area)	CE	SENIOR_LEVEL	Estimated $84.1K - $106K a year
b8a719b31c025357	RR Consulting MN	Sr. Project Manager - Airport	Tampa, FL	CE	SENIOR_LEVEL	Estimated $110K - $140K a year
d100428cdf696143	Teague Nall & Perkins Inc	Senior Structural Engineer	Fort Worth, TX	CE	SENIOR_LEVEL	Estimated $96.4K - $122K a year
16c722f4e4a9f77c	RR Consulting MN	Sr. Project Manager - Airport	Indianapolis, IN	CE	SENIOR_LEVEL	Estimated $105K - $132K a year
9655e946ee3100c5	Applied Research Associates, Inc	Systems Engineer - Industrial Control	Reston, VA 20190	CE	SENIOR_LEVEL	Estimated $133K - $168K a year
0f1887a255a49928	Apple	CAD Engineer - RTL Construction	Beaverton, OR	CE	SENIOR_LEVEL	NA
51e53122ec503ad4	Rick Engineering	Civil Engineer Project Manager Principal	San Luis Obispo, CA 93401	CE	SENIOR_LEVEL	$55 - $70 an hour
e2830d7883868dcc	AECOM	Water Civil Engineer	Orange, CA	CE	SENIOR_LEVEL	$125,000 - $190,000 a year
69ad146d3d2d8976	Rick Engineering	Civil Engineer Project Manager Principal	Folsom, CA 95630	CE	SENIOR_LEVEL	$55 - $70 an hour
8c82ab3a4fd4b46b	Jacobs	Senior Project Manager (Transportation)	Chattanooga, TN 37402 (Southside area)	CE	SENIOR_LEVEL	Estimated $131K - $166K a year
277c20bd7a5d9369	Apple	CAD Engineer - RTL Construction	Austin, TX	CE	SENIOR_LEVEL	NA
514131e6536b9fd9	RS Mowery	Construction Project Manager	Mechanicsburg, PA 17050	CE	SENIOR_LEVEL	Estimated $81.7K - $103K a year
6039544aa07a0534	MD Anderson Cancer Center	Sr Engineer - Facilities Planning, Design and Construction	Hybrid remote in Houston, TX 77030	CE	SENIOR_LEVEL	NA
b51485c645efc054	AECOM	Senior Resident Engineer	Grand Rapids, MI	CE	SENIOR_LEVEL	Estimated $117K - $149K a year
61956056538728e2	Apple	CAD Engineer - RTL Construction	Cupertino, CA	CE	SENIOR_LEVEL	NA
61623e72d663e789	Garver	Senior Civil Engineer	College Station, TX 77845	CE	SENIOR_LEVEL	Estimated $117K - $149K a year
377172c6a88780f8	Pape-Dawson Engineers	Senior Project Engineer - Transportation	Fort Worth, TX 76102	CE	SENIOR_LEVEL	Estimated $96.1K - $122K a year
64e22710a07324fd	Infinite Consulting Corp	Senior Structural Engineer - Level VII-VIII	New York, NY	CE	SENIOR_LEVEL	$155,000 - $220,000 a year
0cd0142768b41bcd	Rick Engineering	Civil Engineer Project Manager Principal	Denver, CO	CE	SENIOR_LEVEL	$53 - $67 an hour
285c03d7796c86fb	Rick Engineering	Senior Project Manager	Santa Clarita, CA 91321	CE	SENIOR_LEVEL	$52 - $63 an hour
1714bfc1037c4158	Johnson, Mirmiran, and Thompson Inc.	Traffic Project Manager	Virginia Beach, VA	CE	SENIOR_LEVEL	Estimated $106K - $134K a year
e6604bef92191606	Rick Engineering	Civil Engineer Project Manager Principal	Phoenix, AZ 85029 (North Mountain area)	CE	SENIOR_LEVEL	Estimated $112K - $141K a year
3e060f8c4abcf558	Rick Engineering	Civil Engineer Project Manager	Salt Lake City, UT	CE	SENIOR_LEVEL	$52 - $67 an hour
2f9a8d0a35ac5f9e	Johnson, Mirmiran, and Thompson Inc.	Traffic Project Manager	Richmond, VA	CE	SENIOR_LEVEL	Estimated $106K - $134K a year
aebc993faabad9ec	City of San Diego	Deputy Director(s) - Engineering & Capital Projects - U2399 (Unclassified)	San Diego, CA 92101 (Core-Columbia area)	CE	SENIOR_LEVEL	$195,000 - $202,000 a year
bd0b2f44097cb36a	exp	USA Lead Senior Civil Engineer - Mining (REMOTE)	Remote in Denver, CO	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
7c6c725b3fe7d4f8	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Glenn Heights, TX 75154	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
a4601051221ed98c	Advantage Engineering Associates	Senior Roadway Lighting​ Engineer	Cranbury, NJ 08512	CE	SENIOR_LEVEL	$100,000 - $135,000 a year
488619a8bf056566	RS&H	Traffic Engineer II	Raleigh, NC 27615 (North Raleigh area)	CE	SENIOR_LEVEL	Estimated $91.7K - $116K a year
023eafe6771798ea	AECOM	Water Civil Engineer	Hybrid remote in Orange, CA 92864	CE	SENIOR_LEVEL	$125,000 - $190,000 a year
61f0b92691fa145e	AECOM	Transportation Transit/Rail Senior Project Manager	Los Angeles, CA 90067 (Century City area)	CE	SENIOR_LEVEL	$142,000 - $261,000 a year
bce5578697d1812d	Hargrove Engineers + Constructors	Project Manager	Bay City, TX 77414	CE	SENIOR_LEVEL	Estimated $132K - $168K a year
b5107a7d05e51d2e	Larson Design Group	Highway Sr. Engineer	Harrisburg, PA	CE	SENIOR_LEVEL	Estimated $81.8K - $104K a year
8c52af20e9f8beea	Pape-Dawson Engineers	Senior Project Engineer - Water/Wastewater	Austin, TX 78759 (North Burnet area)	CE	SENIOR_LEVEL	Estimated $107K - $136K a year
0eb62768c139bf0f	Woolpert, Inc.	Traffic Engineer (PE)	Houston, TX 77079 (Memorial area)	CE	SENIOR_LEVEL	Estimated $93K - $118K a year
3f2c1fe9d56fdbca	AECOM	Transportation Transit/Rail Senior Project Manager	Hybrid remote in Los Angeles, CA 90006	CE	SENIOR_LEVEL	$142,000 - $261,000 a year
5b4e521854a10aaa	RQ Construction	Construction Project Engineer/Sr. Project Engineer	Carlsbad, CA 92008	CE	SENIOR_LEVEL	$65,000 - $95,000 a year
f4f4de64603f2d44	AECOM	Senior Geotechnical Engineer	Clifton, NJ	CE	SENIOR_LEVEL	$130,000 - $145,000 a year
b0bbfd1dd3128f87	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Fernley, NV 89408	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
8cd28dc642fc606e	STV Group	Senior Highway/Roadway Engineer	Frisco, TX	CE	SENIOR_LEVEL	$144,094 - $193,218 a year
8081b5b7d1fcc424	AECOM	Senior Geotechnical Engineer	Hybrid remote in Clifton, NJ 07011	CE	SENIOR_LEVEL	$130,000 - $145,000 a year
5205155d241fbf65	Consor Engineers	Senior Bridge Design Engineer	Rancho Cordova, CA 95670 (Prospect Park area)	CE	SENIOR_LEVEL	$130,000 - $170,000 a year
760af7e34b5f73b5	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Virginia City, NV 89440	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
0029dd8537cdcac0	Stantec	Senior Project Manager	Las Cruces, NM 88011	CE	SENIOR_LEVEL	Estimated $117K - $148K a year
dd8f6496e75a3676	KLM Careers	Airport Senior Project Manager - Tampa	Tampa, FL 33602 (Downtown area)	CE	SENIOR_LEVEL	$98,341.31 - $118,432.55 a year
bd7f8d883ff8b6bc	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Cerrillos, NM 87010	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
0e1592dd165ad371	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Madrid, NM 87010	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
ea3d8c0df24559f6	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Reno, NV 89508	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
272c781df7974a55	Michael Baker International	Aviation Project Manager	Nashville, TN	CE	SENIOR_LEVEL	$89,152 - $122,599 a year
87d915ee5c714e60	Commercial Contracting Corporation	Project Manager/Estimator (Structural Steel)	Auburn Hills, MI 48326	CE	SENIOR_LEVEL	Estimated $61.2K - $77.5K a year
3366130f5a04fe90	Advantage Engineering Associates	Senior Intelligent Transportation Systems (ITS) Engineer	Cranbury, NJ 08512	CE	SENIOR_LEVEL	$100,000 - $135,000 a year
4102b65fedeeec1b	Geosyntec Consultants, Inc.	Senior Principal Geotechnical Earthquake Engineer	Oakland, CA 94607 (Downtown area)	CE	SENIOR_LEVEL	$173,175 a year
7314ad3e30190326	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Galt, CA 95632	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
e9065cf3eceb9c39	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in DeSoto, TX 75115	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
0a924b3b5f89f534	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Duncanville, TX 75116	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
e30f19660bfcc02c	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Citrus Heights, CA 95610	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
6d3d9e1b2d994875	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Sandia Park, NM 87047	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
caa9bc4537f92ebb	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Cedar Crest, NM 87008	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
de4874cd7ed2f0b4	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Roseville, CA 95661	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
1d1bdf358601adff	S&ME, Inc.	Senior Mechanical Engineer	Charlotte, NC 28273 (Olde Whitehall area)	CE	SENIOR_LEVEL	Estimated $95.7K - $121K a year
e3696d282c4d483b	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Rio Rancho, NM 87124	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
17c8efc196364289	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Arlington, TX 76001	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
c1a872b6dd5e2ec1	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Edgewood, NM 87015	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
73e31491c3bc027a	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Mesquite, TX 75149	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
2f0cc8fb04dfca9e	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Balch Springs, TX 75180	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
a4af230871a0d671	Boiler Supply Company, Inc.	Senior Process Engineer	Greenville, SC	CE	SENIOR_LEVEL	$100,000 - $300,000 a year
9b9361ddd574a185	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Orangevale, CA 95662	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
1700ac999c1a30bc	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Folsom, CA 95630	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
a7902639d69ed32f	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Irving, TX 75038	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
28554680ad4ff370	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Elk Grove, CA 95624	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
3fc8de55b462701a	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Addison, TX 75001	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
3922ae97fcda1db5	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Albuquerque, NM 87102	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
9c58bbfe7694ed33	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Grand Prairie, TX 75050	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
7b4a8870bca8b983	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Richardson, TX 75080	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
8eae19fe2aa8ec6e	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Dallas, TX 75201	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
102be07408b45a55	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Plano, TX 75023	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
277fa077fc68c5e7	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Stockton, CA 95202	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
977a58e36bda9859	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Fair Oaks, CA 95628	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
596158a35b432326	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Rancho Cordova, CA 95670	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
8d07d07bb1b310a0	Timmons Group	Civil Project Manager/Senior Civil Project Manager - Traffic Analysis	Charlotte, NC 28202 (Dilworth area)	CE	SENIOR_LEVEL	Estimated $102K - $129K a year
2599bd368e54408a	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in West Sacramento, CA 95605	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
870436f6757e622b	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Carrollton, TX 75006	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
b42e59e9110ea688	GCW, Inc.	Civil Engineering Project Manager - Water/Wastewater (FT)	Las Vegas, NV	CE	SENIOR_LEVEL	Estimated $80.1K - $101K a year
d02b5ceda9d8ee87	talisman advisory partners	Aviation/Airport Project Manager (Mid to Senior)	Hybrid remote in Sacramento, CA 95833	CE	SENIOR_LEVEL	$120,000 - $140,000 a year
6399a469ad05285f	Sundt Construction, Inc.	Transportation- Senior Project Engineer	Fort Worth, TX	CE	SENIOR_LEVEL	Estimated $86.8K - $110K a year
9a3afe8806598be2	RS&H	Senior Structural Bridge Engineer (Portland)	Portland, OR 97204 (Downtown area)	CE	SENIOR_LEVEL	Estimated $96.9K - $123K a year
3343e3316d0dfb21	KFI Engineers PC	Senior Project Manager (Mechanical Engineer)	Cincinnati, OH 45202 (Mount Adams area)	CE	SENIOR_LEVEL	Estimated $111K - $140K a year
a950bef8b3568de0	Lochmueller Group	Senior Project Manager - Roadway/Highway Design	Hybrid remote in Fort Wayne, IN	CE	SENIOR_LEVEL	Estimated $114K - $145K a year
298ef2d35805014b	Halff	Project Manager, Land Development – Bentonville, AR	Bentonville, AR 72712	CE	SENIOR_LEVEL	Estimated $77.5K - $98.1K a year
e3817a4418014bbd	KLM Careers	Airport Senior Project Manager - Indianapolis	Indianapolis, IN 46225 (Downtown area)	CE	SENIOR_LEVEL	$99,509.44 - $119,839.32 a year
e0216e3ec54f97ab	Lochmueller Group	Senior Project Manager - Roadway/Highway Design	Hybrid remote in Merrillville, IN	CE	SENIOR_LEVEL	Estimated $114K - $145K a year
443f9b9fe48e6f32	Lochmueller Group	Senior Project Manager - Roadway/Highway Design	Hybrid remote in South Bend, IN	CE	SENIOR_LEVEL	Estimated $114K - $145K a year
11765c83d09195a3	Department of Transportation	SENIOR TRANSPORTATION ENGINEER, CALTRANS	Sacramento County, CA	CE	SENIOR_LEVEL	$10,886 - $13,625 a month
18021a1595bb5050	GE Renewable Energy	Sr Plant Engineer - HVDC Projects	Remote in Illinois	CE	SENIOR_LEVEL	$137,400 - $183,200 a year
7910062c6797c96a	Wood Group Pratt & Whitney Industrial Turbine...	Civil Tech Prof IV - Eng.P&P Greenville . Civil Struct Engr - Onshore	Greenville, SC	CE	SENIOR_LEVEL	Estimated $91.9K - $116K a year
51f74981e6d24f34	Consor Engineers	Resident Engineer	McAllen, TX 78501	CE	SENIOR_LEVEL	Estimated $99.2K - $126K a year
35f7782aa5f81ad3	Department of Transportation	SENIOR TRANSPORTATION ENGINEER, CALTRANS	Sacramento County, CA	CE	SENIOR_LEVEL	$10,886 - $13,625 a month
dcc74164841a869a	State of Illinois	CIVIL ENGINEER IV - SENIOR SQUAD ENGINEER - IPR#46298	Dixon, IL 61021	CE	SENIOR_LEVEL	$5,920 - $7,420 a month
dac1b78f4da70fc3	CPM Associates	Resident Engineer	McAllen, TX 78501	CE	SENIOR_LEVEL	Estimated $111K - $140K a year
e1e7facafd97036c	Murraysmith and Quincy	Resident Engineer	McAllen, TX 78501	CE	SENIOR_LEVEL	Estimated $111K - $140K a year
7b15fe760341e4da	Caltrans - CA Dept. of Transportation	Senior Transportation Engineer, Caltrans (JC-404946)	Sacramento, CA	CE	SENIOR_LEVEL	$130,632 - $163,500 a year
b0b39607072d3790	Consor	Resident Engineer	McAllen, TX 78501	CE	SENIOR_LEVEL	Estimated $102K - $130K a year
890058d86634c831	Gresham Smith	Civil Engineer - Land Planning Market	Louisville, KY 40202 (Central Business District area)	CE	SENIOR_LEVEL	Estimated $89.1K - $113K a year
ace1a7271d82673c	ExxonMobil	Senior Civil Customer and Application Development Engineer	Baytown, TX	CE	SENIOR_LEVEL	Estimated $86.3K - $109K a year
c4dd85ffa1dde5e7	Arizona Department of Transportation	Transportation Engineer Senior	Phoenix, AZ	CE	SENIOR_LEVEL	Estimated $83.4K - $106K a year
0f44521c775bd725	TranSystems Corporation	Civil Engineer- CEI	Clearwater, FL 33764	CE	SENIOR_LEVEL	Estimated $73K - $92.4K a year
08775749bc320892	WSP	Senior Tunnel Engineer	New York, NY 10119 (Garment District area)	CE	SENIOR_LEVEL	$110,000 - $130,000 a year
d8ff2892b1d421fd	Wallace Montgomery	Highway Project Manager	Mechanicsburg, PA 17055	CE	SENIOR_LEVEL	$110,000 - $130,000 a year
0163ce837df84f01	HNTB Corporation	Interface Engineer/Project Engineer	San Jose, CA 95115 (Willow Glen area)	CE	SENIOR_LEVEL	$112,206.31 - $199,434.30 a year
