Key	Company	Position	Location	Category	Experience_Level	Salary
570505c093fe9095	Rival Technologies, LLC	Project Coordinator	Phoenix, AZ 85023 (Deer Valley area)	PJM	ENTRY_LEVEL	$52,129.40 - $71,546.60 a year
6e1f820e7cd37ee0	Moran Construction Consultants	Construction Consultant / Project Manager	Baton Rouge, LA	PJM	ENTRY_LEVEL	$24 - $53 an hour
af72351b9f7d098e	ARK Solutions	Project Manager	Richmond, VA	PJM	ENTRY_LEVEL	
371ff34115ec50d9	Montana State University	Assistant Project Manager	Bozeman, MT	PJM	ENTRY_LEVEL	Estimated $41.7K - $52.8K a year
f6fd46031d61030e	TRU Architectural	PM: Project Manager (Windows, Doors, Curtain Walls, Facade)	Hawthorne, CA 90250 (North Hawthorne area)	PJM	ENTRY_LEVEL	$90,000 - $125,000 a year
ec4671a7e751f866	Shiloh House	IT Project Coordinator	Littleton, CO 80128	PJM	ENTRY_LEVEL	$4,583.33 a month
c4321129e4e582d5	PCMI LLC	PMO Operations	Park Ridge, IL 60068	PJM	ENTRY_LEVEL	Estimated $63.1K - $79.9K a year
2393b770ef624e65	Holtger Bros. Inc.	Construction Coordinator	Green Bay, WI 54311	PJM	ENTRY_LEVEL	$20 - $25 an hour
6dc3c6f576f3c9f1	Harrison Construction Company	Estimator / Project Manager - Asphalt Operations - Candler, NC	Candler, NC 28715	PJM	ENTRY_LEVEL	Estimated $58.3K - $73.8K a year
2520713dfcdf8130	PCL Construction	Project Engineer	Ohio	PJM	ENTRY_LEVEL	Estimated $70.9K - $89.8K a year
558cbfc94f66888a	Woda Cooper Companies Inc	Project Coordinator - Con	Columbus, OH 43215 (Brewery District (including Whittier Peninsula) area)	PJM	ENTRY_LEVEL	Estimated $48.4K - $61.3K a year
8cf5cac9a739cfbe	Qualis Corporation	Project Manager	Eglin AFB, FL	PJM	ENTRY_LEVEL	Estimated $107K - $136K a year
f0ece8a6f411afba	Spectra Holdings, Inc	Project Coordinator	Tempe, AZ 85283	PJM	ENTRY_LEVEL	Estimated $46.6K - $59K a year
3ab07503c86a2a01	Nikibi Studio & Design	Project Manager	Brooklyn, NY 11225	PJM	ENTRY_LEVEL	$57,000 - $68,000 a year
17f66d44b1e42509	Temple University	Project Coordinator	Pennsylvania	PJM	ENTRY_LEVEL	
bed94d6f7c1dd379	CRDN of the Ark-La-Tex	Project Manager/Sales	North Little Rock, AR 72118	PJM	ENTRY_LEVEL	$55,000 a year
f2b00d43ff3d8ba6	University of California San Francisco	Implementation Manager	Hybrid remote in California	PJM	ENTRY_LEVEL	Estimated $97.2K - $123K a year
f1635724ff7d1169	Na Oiwi Kane	DoD Program Manager	Stafford, VA	PJM	ENTRY_LEVEL	
92cab07052121cb3	JBS USA	PROJECT ENGINEER	Beardstown, IL 62618	PJM	ENTRY_LEVEL	
9fe7cd10c3f4838c	KCI Technologies Inc.	Geotechnical Project Engineer	Sparks, MD	PJM	ENTRY_LEVEL	Estimated $86.3K - $109K a year
e5c045393aff78fd	ISAT Seismic Bracing	Assistant Project Manager	Portland, OR	PJM	ENTRY_LEVEL	$55,000 - $70,000 a year
c529c9ce4350df41	The Beck Group	Project Engineer	Fort Lauderdale, FL	PJM	ENTRY_LEVEL	Estimated $60.6K - $76.7K a year
5910803514457bde	Baker Electric	Project Engineer II	Escondido, CA 92029	PJM	ENTRY_LEVEL	$65,000 - $85,000 a year
63fcf96f4baecc2b	MCL Construction	Project Engineer	Omaha, NE	PJM	ENTRY_LEVEL	Estimated $66.8K - $84.5K a year
f35af2e520193f55	Eurofins USA Environment Testing	Project Manager Assistant - Eurofins - Pomona, CA ($18-$21 / hr)	Pomona, CA	PJM	ENTRY_LEVEL	$18 - $21 an hour
78c74223f7ae76d5	Synergy Care, Inc.	Full time SLP/Speech Language Pathologist/Program Manager	Heber Springs, AR 72543	PJM	ENTRY_LEVEL	
f09c6c96fa3ddfa1	Socotec	Field Technician	New Orleans, LA 70130 (St. Thomas area)	PJM	ENTRY_LEVEL	Estimated $53.2K - $67.4K a year
329f8970d56fd449	SunCoast New Options	IDD/ICF Assistant Program Manager	Saint Petersburg, FL	PJM	ENTRY_LEVEL	Estimated $34.1K - $43.1K a year
08066fabad573cef	Strada Electric & Security	Electrical Service Coordinator	Sanford, FL 32771	PJM	ENTRY_LEVEL	Estimated $43.4K - $54.9K a year
63a6600855b6ca0e	Fisher Construction Group, Inc.	PROJECT SUPERINTENDENT - Commercial/Industrial Construction	Spokane, WA	PJM	ENTRY_LEVEL	$56.00 - $71.52 an hour
48f65ad87b80dfa4	JBS USA	RENDERING PROJECT ENGINEER	Souderton, PA 18964	PJM	ENTRY_LEVEL	
b08d8c70860f44f0	HITT Contracting Inc.	Commercial Construction Site Engineer	Falls Church, VA	PJM	ENTRY_LEVEL	Estimated $64.7K - $81.9K a year
7ac7306cfe742710	City of New Orleans	BUILDING PLANS EXAMINER	New Orleans, LA 70112 (Central Business District area)	PJM	ENTRY_LEVEL	$49,889 a year
3c1625f277913924	Montana State University	Extrusion Program Manager	Bozeman, MT	PJM	ENTRY_LEVEL	$24.94 an hour
b2e7a893ab5f0b2a	Vankirk Electric	Jobsite Project Coordinator	Nashville, TN 37209	PJM	ENTRY_LEVEL	Estimated $46.5K - $58.9K a year
abe3129b9390f7fe	Wesco	Project Coordinator	Phoenix, AZ 85008 (Central City area)	PJM	ENTRY_LEVEL	Estimated $52K - $65.8K a year
a6dc4898e51192df	Bruns Construction Enterprises	Project Manager / Estimating Assistant	Piqua, OH 45356	PJM	ENTRY_LEVEL	Estimated $41.3K - $52.3K a year
38dc1075cb186151	2020 Plumbing and Heating CA	Plumbing Project Engineer MF	Riverside, CA	PJM	ENTRY_LEVEL	$28 - $35 an hour
dd577b34208de7c8	University of Oklahoma	Program Manager	Norman, OK	PJM	ENTRY_LEVEL	$64,000 - $70,000 a year
fbfe97612a565259	Simplex Construction Management, Inc.	LACCD Project Engineer II - Technology Project Engineer	Los Angeles, CA	PJM	ENTRY_LEVEL	$91,000 - $104,000 a year
d6c4343b862b9cc8	MCL Construction	Project Engineer	Des Moines, IA	PJM	ENTRY_LEVEL	Estimated $68.5K - $86.7K a year
c9e5715c66047c95	Timmons Group	Civil Project Engineer I - Residential Land Development	Wilmington, NC 28403	PJM	ENTRY_LEVEL	Estimated $66.7K - $84.4K a year
df15658a7e80657b	Strada Electric & Security	Electrical Service Coordinator	Orlando, FL 32811 (Eagles Nest area)	PJM	ENTRY_LEVEL	Estimated $42.7K - $54.1K a year
9ec2ec2ae2cf1c39	Timmons Group	Civil Project Engineer I/II - Commercial and Residential Land Development	Raleigh, NC 27607 (West Raleigh area)	PJM	ENTRY_LEVEL	Estimated $67.1K - $85K a year
0646822ac8304c9f	US Agricultural Research Service	Project Manager	Manhattan, KS	PJM	ENTRY_LEVEL	$98,496 - $151,308 a year
71568cd297e0e0eb	ICS Nett, Inc.	Microsoft Project Scheduler	Morgan City, LA 70380	PJM	ENTRY_LEVEL	$85,000 - $110,000 a year
56e5e7005f7e90ba	Franke	Project Coordinator	Smyrna, TN	PJM	ENTRY_LEVEL	Estimated $49.8K - $63.1K a year
3b16e3b5a3330f5a	Franke	Project Coordinator	Smyrna, TN	PJM	ENTRY_LEVEL	Estimated $49.8K - $63.1K a year
7125cac26519c085	Paul Davis Restoration of Tampa	Restoration Project Manager	Odessa, FL 33556	PJM	ENTRY_LEVEL	$50,000 - $100,000 a year
2a3c1e0ac42cec20	Sunseri Construction	Construction Project Engineer / Project Manager (Entry Level)	Redding, CA 96001	PJM	ENTRY_LEVEL	$60,000 - $85,000 a year
eebe3182ca3af9ac	Classic Metal Roofs, LLC	Assistant Project Manager	Stow, MA	PJM	ENTRY_LEVEL	$76,884 - $82,084 a year
8bfb720559c291ce	Pike Corporation	Distribution Construction Coordinator-Lutz	Lutz, FL	PJM	ENTRY_LEVEL	Estimated $62K - $78.5K a year
a47887d2f17a26df	NES Fircroft	Jr. Planner/Scheduler	Billings, MT	PJM	ENTRY_LEVEL	$35 - $45 an hour
4bf3c06ab4ea1ea7	State of Ohio Jobs	Hybrid Telework Project Manager 1, Office of Lean & Change Management, PN 20065562 & 20065563	Hybrid remote in Columbus, OH 43223	PJM	ENTRY_LEVEL	
3fa456d9904ee10c	Ascendion	IT Project Manager	Remote in Bloomington, MN	PJM	ENTRY_LEVEL	$120,000 - $150,000 a year
9eefb0e29e912f40	Holland & Seals Commercial Inc.	Commercial Construction Assistant Project Manager	Birmingham, AL	PJM	ENTRY_LEVEL	$55,000 - $75,000 a year
9769c9feb620dafe	St. Joseph School District	Project Lead the Way - RMS - 2024	Saint Joseph, MO 64501	PJM	ENTRY_LEVEL	Estimated $43.6K - $55.3K a year
bda1c9f3fb691433	Goodwill Industries of Eastern NC	Employment Program Manager (Holly Springs/Sunset)	Holly Springs, NC 27540	PJM	ENTRY_LEVEL	$49,000 a year
cfac3744875bba87	US Commander, Naval Information Warfare Systems...	IT PROJECT MANAGER/DATA & RECORDS MANAGEMENT SERVICE OWNER	Hybrid remote in San Diego, CA	PJM	ENTRY_LEVEL	$71,099 - $145,617 a year
20f4e0fe164ba4fb	Northern Michigan Glass, LLC	Estimator and Project Manager	Traverse City, MI 49686	PJM	ENTRY_LEVEL	Estimated $60.3K - $76.4K a year
f8d209b5a798fa26	WorkerBee's Pro	Project Scheduler	Mulberry, FL 33860	PJM	ENTRY_LEVEL	From $18 an hour
661eb15fbd80f02a	Quintrix	Project Coordinator	Charlestown, MA 02129	PJM	ENTRY_LEVEL	$50 - $60 an hour
04b293ac3454b397	Lucid Technologies	Project Manager	Richmond, VA	PJM	ENTRY_LEVEL	Up to $70 an hour
23f83bf1694eaa59	FTS Inc	Land Acquisition Project Manager	Cincinnati, OH	PJM	ENTRY_LEVEL	$65,000 - $75,000 a year
24bf3ee77d260e22	Johns Hopkins University	Research Project Manager	Baltimore, MD 21287 (Orangeville area)	PJM	ENTRY_LEVEL	$75,000 - $131,300 a year
3177ff804c7ef718	Paul Davis Restoration of New Haven and Shoreline...	Construction Project Manager	Clinton, CT 06413	PJM	ENTRY_LEVEL	$65,000 - $100,000 a year
f618f661a72601da	Forum Health LLC	Patient Care Coordinator/Project Manager	Asheville, NC 28806	PJM	ENTRY_LEVEL	$55,000 - $60,000 a year
eb9b2be83ab1feba	AK Information Technologies Inc.	Data Project Manager	Chicago, IL 60609 (Stateway Gardens area)	PJM	ENTRY_LEVEL	$70 - $75 an hour
2a54db25daf49b78	Clopay Corporation	Project Coordinator	Troy, OH	PJM	ENTRY_LEVEL	
fcf875987269efb9	Volvo Group	Co-op: Complete Vehicle Project Manager (Fall 2024)	Greensboro, NC	PJM	ENTRY_LEVEL	Estimated $70.2K - $88.9K a year
cd311a1785b86758	US ARMY CORPS OF ENGINEERS (USACE) Seattle...	Regulatory Project Manager (Interdisciplinary) Civilian Close: 12/14/23	Seattle, WA 98134 (Industrial District area)	PJM	ENTRY_LEVEL	$92,123 - $119,760 a year
d815047472434f2c	REI Nation	Renovations Project Manager	Little Rock, AR	PJM	ENTRY_LEVEL	$50,000 a year
7490a3603d0f98f4	Executive Landscaping Inc.	Assistant to Project Manager	Dennis, MA	PJM	ENTRY_LEVEL	$26 - $30 an hour
5a443461a012ab08	Southern Glazer’s Wine and Spirits	2024 Next Gen IT Program | Software Engineering- Dallas, TX	Dallas, TX 75254 (Far North area)	PJM	ENTRY_LEVEL	$70,000 a year
078c9860172a4374	McCormack Partners Ltd	Project Manager	Raleigh, NC 27513	PJM	ENTRY_LEVEL	$60,000 - $75,000 a year
655bb1b90317402e	Trilok Software Solution	Aerospace Project Manager	Everett, WA 98201 (Bayside area)	PJM	ENTRY_LEVEL	
19187fe61891ca42	Breezeline	Locate Coordinator	Rochester, NH	PJM	ENTRY_LEVEL	Estimated $48.4K - $61.3K a year
0300b4436f86aac3	University of South Carolina	Project Coordinator	Richland, SC	PJM	ENTRY_LEVEL	$54,165 - $81,247 a year
dcc243fbe6a81b17	AmeriBuilt NJ Inc.	Project Manager/Estimator	Fair Lawn, NJ 07410	PJM	ENTRY_LEVEL	$65,000 - $100,000 a year
629a26f2f40f7f01	Air Temp Mechanical Services, Inc.	Plumbing Service Manager	Berlin, CT 06037	PJM	ENTRY_LEVEL	$70,000 - $130,000 a year
c1d051d5042df563	Ironwood Construction, LLC	Estimator/Project Manager - Onsite Logan UT	Logan, UT 84341	PJM	ENTRY_LEVEL	Estimated $69.1K - $87.5K a year
2d1605337b70f77a	Interstate Contract Cleaning Services, Inc.	Project Manager	Greenville, SC	PJM	ENTRY_LEVEL	$45,000 a year
c49185001493b468	LBJ & C Development Corporation	FGP/RSVP Project Director	Cookeville, TN 38501	PJM	ENTRY_LEVEL	$20 an hour
40882ab0711e16ce	Texas Area Telecom	Construction Coordinator - Telecom	Austin, TX	PJM	ENTRY_LEVEL	From $58,000 a year
2aba5790fc6f9f0f	Murow Development Consultants	Assistant Project Manager	Irvine, CA 92606 (San Joaquin Marsh area)	PJM	ENTRY_LEVEL	$42,000 - $69,000 a year
8a6f6f2e72d48bd5	Goodwill Industries of Eastern NC	Employment Program Manager (Raleigh, NC - Harvest Plaza)	Raleigh, NC 27615 (North Raleigh area)	PJM	ENTRY_LEVEL	$49,000 a year
fb4475752188dc8d	Woojin IS America Inc.	Project Coordinator	Santa Fe Springs, CA 90670	PJM	ENTRY_LEVEL	From $24 an hour
03fc56932d24cf77	Pilot Painting & Construction	Estimator/Sales/Project Manager	Hybrid remote in Orange, CA 92865	PJM	ENTRY_LEVEL	$65,000 - $90,000 a year
a588cbe99927df67	Violet Ink	Technical Program Manager	Sunnyvale, CA	PJM	ENTRY_LEVEL	$120,000 - $130,000 a year
4cf8264cbdac0093	Berkeley Building Company	Assistant Project Manager	Reading, MA 01867	PJM	ENTRY_LEVEL	From $60,000 a year
28ad696760de3a2e	ITTconnect	Engineering Project Manager - Music Publishing Operations	Cupertino, CA 95014 (Homestead Villa area)	PJM	ENTRY_LEVEL	$70 - $75 an hour
0f54404e448806e1	AlphaGraphics - US553	Project Manager	Houston, TX 77043 (Spring Branch area)	PJM	ENTRY_LEVEL	$16.72 an hour
e57f504368bfe892	Central Missouri Countertops	Residential Project Manager	Columbia, MO 65201	PJM	ENTRY_LEVEL	$18 - $22 an hour
7325948dae931fe4	Phillips Home Improvements	Residential Roofing Restoration Project Manager - Bilingual	Allen, TX 75002	PJM	ENTRY_LEVEL	$65,000 - $100,000 a year
8406d2f37701d242	JRC Incorporated	Commercial Roofing- Project Superintendent	Nashville, TN	PJM	ENTRY_LEVEL	$60,000 - $80,000 a year
94ac698fdf762672	Gender Confirmation Center and Vista Surgery...	Healthcare Project Manager	San Francisco, CA 94108 (Financial District/South Beach area)	PJM	ENTRY_LEVEL	$69,371.31 - $83,543.95 a year
28f5fc5a4f7d7c8e	STAVBA Group Inc	Junior Project Manager	New York, NY	PJM	ENTRY_LEVEL	$60,000 a year
e7f8974c0bb248ef	FERROVIAL CONSTRUCCIÓN, S.A.	Energy Project Manager - Texas	The Woodlands, TX 77380	PJM	ENTRY_LEVEL	
0a82e1d8ed39ddda	Wisconsin Latino Chamber of Commerce	Event Project Manager	Fitchburg, WI 53711	PJM	ENTRY_LEVEL	$42,000.00 - $49,711.26 a year
b6921aef163e8f63	Hire Intelligent LLC	Construction Project Engineer	Saratoga Springs, NY	PJM	ENTRY_LEVEL	$50,000 - $75,000 a year
ff7ee5807faa41b3	Sustainable Modular Management	Project Coordinator - Moduar Buildings (FT)	Frisco, TX 75034	PJM	ENTRY_LEVEL	$40,000 - $50,000 a year
dbfa8a0103d4914e	Walbec Group	Project Engineer	Madison, WI	PJM	ENTRY_LEVEL	Estimated $75.8K - $95.9K a year
7119de4f1569f855	Advanced Construction Services	Project Manager Assistant	Pittsburgh, PA 15237	PJM	ENTRY_LEVEL	From $41,500 a year
b1cb407c66985c63	Paul Davis Restoration of Western Pennsylvania	Restoration Project Manager	Beaver Falls, PA 15010	PJM	ENTRY_LEVEL	
a2a45abbc4bf8eba	SERVPRO of West Sioux Falls	Project Coordinator	Tea, SD 57064	PJM	ENTRY_LEVEL	$18 - $23 an hour
5a7ad8cf4c469f8c	Southern Glazer’s Wine and Spirits	2024 Next Gen IT Program | Miramar, FL	Miramar, FL 33025	PJM	ENTRY_LEVEL	$70,000 a year
dc48a0337c28b1ce	Paul Davis Restoration of Western Pennsylvania	Construction Project Manager	Beaver Falls, PA 15010	PJM	ENTRY_LEVEL	
0bb6cd204253c9e6	Rediscover	Licensed Program Manager	Kansas City, MO 64108 (Hospital Hill area)	PJM	ENTRY_LEVEL	Estimated $49.1K - $62.1K a year
c976853493c55301	Paul Davis Restoration of New Haven and Shoreline...	Restoration Project Manager	Clinton, CT 06413	PJM	ENTRY_LEVEL	$60,000 - $100,000 a year
210fa3efc627b5c2	Steneral Consulting	Business System Analyst/Project Manager	Remote in United States	PJM	ENTRY_LEVEL	Estimated $110K - $139K a year
d9af61a36c3a8121	Southern Glazer’s Wine and Spirits	2024 Next Gen IT Program | Software Engineering- Miramar, FL	Miramar, FL 33025	PJM	ENTRY_LEVEL	$70,000 a year
61443fa18c8d971e	Southern Glazer’s Wine and Spirits	2024 Next Gen IT Program | Dallas, TX	Dallas, TX 75254 (Far North area)	PJM	ENTRY_LEVEL	$70,000 a year
52546bb0773b32d9	Creative Countertop Solutions	Commercial Estimator/Project Manager	Nashville, TN 37210	PJM	ENTRY_LEVEL	$44,000 - $48,000 a year
227919ac2c8e7143	Texas Area Telecom	Construction Coordinator - Telecom	Pueblo, CO	PJM	ENTRY_LEVEL	From $58,000 a year
20a391986ae0d290	Woojin IS America Inc.	Project Coordinator	Santa Fe Springs, CA 90670	PJM	ENTRY_LEVEL	From $24 an hour
a6c30bb596851140	Harri - Nevada	Project Manager	Las Vegas, NV	PJM	ENTRY_LEVEL	$85,000 - $95,000 a year
7b18bfb71ff6ea4b	Harri LA	Project Manager	Glendale, CA 91203	PJM	ENTRY_LEVEL	$85,000 - $95,000 a year
2a7a981438654e61	Johnston Enterprises	Construction Project Coordinator	Hixson, TN 37343	PJM	ENTRY_LEVEL	$16 - $22 an hour
5cb95b875eef2080	Federated Service Solutions	Telecommunications Project Manager	Plymouth, MI 48170	PJM	ENTRY_LEVEL	Estimated $71.8K - $90.9K a year
237ff49d499ce74b	Bailey Manufacturing Co., LLC.	Master Scheduler	Forestville, NY 14062	PJM	ENTRY_LEVEL	From $55,000 a year
ac40d3b837a3731b	Carlton Construction	Assistant Project Manager-Commercial Construction	Fleming Island, FL 32003	PJM	ENTRY_LEVEL	$50,000 - $90,000 a year
888110b93f68f048	Northwell Health	Program Manager-Medical Staff Services	Staten Island, NY 10313 (Westerleigh-Castleton area)	PJM	ENTRY_LEVEL	$66,220 - $108,180 a year
bef88e51088fbacc	Innovative Refrigeration Systems	Project Manager	Lyndhurst, VA 22952	PJM	ENTRY_LEVEL	Estimated $77.9K - $98.6K a year
fb1fe7b8e2d3cc01	Milan Hotel Group	Project Manager - New Hotel Construction/Renovations	Asheville, NC 28803	PJM	ENTRY_LEVEL	Estimated $61.9K - $78.4K a year
60905a8f683d9bcf	Hui Huliau	Construction Project Manager - Waianae, HI - **URGENT HIRE	Waianae, HI 96792	PJM	ENTRY_LEVEL	Estimated $57.2K - $72.4K a year
50fd08d4fff669e9	Sky Systemz	Project Manager - Software	Hybrid remote in Lexington, KY 40507	PJM	ENTRY_LEVEL	$70,000 a year
bab42aec40aa7007	Systemax	Project Coordinator	Springfield, IL 62711	PJM	ENTRY_LEVEL	$16 - $26 an hour
157253b7f7a35933	Articularis Healthcare	Strategic Planning Analyst, Project Management	Summerville, SC 29486	PJM	ENTRY_LEVEL	Estimated $66.6K - $84.3K a year
a66eceeefbebdb03	The GEL Group, Inc.	Environmental Laboratory Project Manager Assistant	Charleston, SC 29407	PJM	ENTRY_LEVEL	
e3b2b294853d1917	Manatt's Inc	Project Manager/Estimator	Blue Grass, IA	PJM	ENTRY_LEVEL	Estimated $67.6K - $85.6K a year
4c5052abcca7ccdd	Sandlin Electrical, LLC	Construction Project Manager	Charleston, SC	PJM	ENTRY_LEVEL	$75,000 - $85,000 a year
535f5945a21fef6a	Viking Automatic Sprinkler Company	Fire Sprinkler Project Manager	Saint Paul, MN 55130 (Payne Phalen area)	PJM	ENTRY_LEVEL	Estimated $68.7K - $86.9K a year
63a005ea15a1953e	Affirma Group	Assistant Project Manager- Italian Luxury / Interior Glass Partitions	New York, NY 10001 (NoMad area)	PJM	ENTRY_LEVEL	$75,000 - $80,000 a year
e0275d06b67be09f	First Community Mortgage	VP, Renovation Lending Manager	United States	PJM	ENTRY_LEVEL	
8a2db8ef6ac6c86d	Seva Construction	Project Manager/Site Supervisor	Fall River, MA	PJM	ENTRY_LEVEL	$65,000 - $75,000 a year
9cbac0f17b8dfe58	Cisco Systems	Customer Program Manager	Research Triangle Park, NC	PJM	ENTRY_LEVEL	
38de327d6af82321	Woodstone, Inc.	Assistant Project Manager - Construction	Brooklyn Park, MN 55428 (Northland area)	PJM	ENTRY_LEVEL	$60,000 - $90,000 a year
98b1da66770aa02c	Meritage Homes Corporation	Customer Care Associate (Jupiter/Port St. Lucie)	Jupiter, FL 33458	PJM	ENTRY_LEVEL	Estimated $45.3K - $57.4K a year
9d3c12fea1895ac1	Buona Painting	Takeoff and blueprints	Joliet, IL	PJM	ENTRY_LEVEL	$21.16 - $25.49 an hour
ef0c0599e590b5c2	HireQuest	Fire Project Manager	Chapin, SC	PJM	ENTRY_LEVEL	Estimated $42.5K - $53.8K a year
990658c04244bb61	Innovative Refrigeration Systems	Project Engineer	Lyndhurst, VA 22952	PJM	ENTRY_LEVEL	Estimated $67.8K - $85.8K a year
20fbb65bfeb6b46a	Hardgrave, Inc.	Draftsman/Project Manager	Fort Smith, AR	PJM	ENTRY_LEVEL	$15 - $20 an hour
28f44e75a9caf517	US Heating and Air Conditioning	HVAC Service Manager	Lewis Center, OH 43035	PJM	ENTRY_LEVEL	$50,000 - $80,000 a year
a41dcaa969368575	MANSCAPED, Inc	Associate Director, Technical Project Management	Remote	PJM	ENTRY_LEVEL	$145,000 - $155,000 a year
96f3534705693e11	DOCS Health	Corporate Operations Project Manager	Pipersville, PA 18947	PJM	ENTRY_LEVEL	Estimated $58.3K - $73.9K a year
e177f815531a4e83	Apple	NPI Operations Program Manager - Home	Cupertino, CA	PJM	ENTRY_LEVEL	
5faa93c5f8873244	Hill International, Inc	Scheduler	Los Angeles, CA	PJM	ENTRY_LEVEL	$120,000 - $140,000 a year
0708b5b7bff45fb1	Concord General Contracting, Inc.	Project Superintendent	Tucson, AZ 85701	PJM	ENTRY_LEVEL	Estimated $73.8K - $93.4K a year
595e155c7070d685	Knobelsdorff	Assistant Project Manager	Goodhue, MN 55027	PJM	ENTRY_LEVEL	Estimated $52K - $65.9K a year
aa5d4dd534598a7c	Congruex	Master Scheduler	Memphis, TN 38103 (Downtown area)	PJM	ENTRY_LEVEL	Estimated $71K - $89.9K a year
b5e764d4cae22a4b	University of Virginia	Project Associate	Charlottesville, VA	PJM	ENTRY_LEVEL	Estimated $47.7K - $60.5K a year
f90c6ebdbb7ee03f	Global Metal Works & Erectors, Inc.	Steel Detailer/Assistant Project Manager	Tacoma, WA 98421 (New Tacoma area)	PJM	ENTRY_LEVEL	$65,000 - $95,000 a year
e525dc2026414de5	Kraus-Anderson	Project Manager II	Minneapolis, MN 55404 (Ventura Village area)	PJM	ENTRY_LEVEL	Estimated $76.1K - $96.3K a year
d57e9db65b047d3d	Commercial Contracting Corporation	GC Project Manager	Auburn Hills, MI 48326	PJM	ENTRY_LEVEL	Estimated $77.7K - $98.4K a year
6cd0e0e0b0353082	United Contractors Roofing	Construction Project Supervisor	Myrtle Beach, SC 29572	PJM	ENTRY_LEVEL	$16 - $18 an hour
